NUMRESERVA,IDESTADIA,IDSERVICIO,IDHORARIO,IDCONSUMO,IDCONVENCION,CAPACIDAD
57380,35824,12,57410,,,3
57381,35825,18,57411,,,4
57382,35826,12,57412,,,2
57383,35827,5,57413,,,2
57384,35828,4,57414,,,3
57385,35829,15,57415,,,1
57386,35830,22,57416,,,1
57387,35831,11,57417,,,2
57388,35832,13,57418,,,1
57389,35833,4,57419,,,3
57390,35834,6,57420,,,4
57391,35835,4,57421,,,4
57392,35836,17,57422,,,2
57393,35837,8,57423,,,1
57394,35838,4,57424,,,4
57395,35839,20,57425,,,4
57396,35840,8,57426,,,2
57397,35841,12,57427,,,4
57398,35842,5,57428,,,3
57399,35843,14,57429,,,2
57400,35844,12,57430,15,,1
57401,35845,8,57431,,,2
57402,35846,4,57432,,,1
57403,35847,13,57433,15,,4
57404,35848,6,57434,,,1
57405,35849,6,57435,,,2
57406,35850,11,57436,,,4
57407,35851,22,57437,,,3
57408,35852,17,57438,,,4
57409,35853,15,57439,,,3
57410,35854,4,57440,,,4
57411,35855,12,57441,,,2
57412,35856,11,57442,,,4
57413,35857,18,57443,,,4
57414,35858,8,57444,15,,3
57415,35859,20,57445,,,4
57416,35860,13,57446,,,1
57417,35861,5,57447,,,4
57418,35862,8,57448,,,3
57419,35863,11,57449,,,4
57420,35864,20,57450,,,4
57421,35865,13,57451,,,1
57422,35866,4,57452,,,3
57423,35867,18,57453,,,3
57424,35868,12,57454,,,3
57425,35869,13,57455,,,3
57426,35870,13,57456,,,3
57427,35871,4,57457,,,2
57428,35872,11,57458,,,2
57429,35873,17,57459,15,,3
57430,35874,5,57460,14,,1
57431,35875,20,57461,,,1
57432,35876,20,57462,,,4
57433,35877,11,57463,,,1
57434,35878,8,57464,,,3
57435,35879,18,57465,,,1
57436,35880,12,57466,,,2
57437,35881,5,57467,,,4
57438,35882,6,57468,14,,2
57439,35883,22,57469,,,1
57440,35884,17,57470,16,,2
57441,35885,12,57471,,,1
57442,35886,12,57472,,,4
57443,35887,13,57473,,,1
57444,35888,12,57474,,,2
57445,35889,22,57475,,,4
57446,35890,4,57476,,,2
57447,35891,13,57477,,,4
57448,35892,17,57478,14,,2
57449,35893,11,57479,,,4
57450,35894,5,57480,,,4
57451,35895,18,57481,,,4
57452,35896,4,57482,,,2
57453,35897,13,57483,,,3
57454,35898,14,57484,14,,3
57455,35899,4,57485,,,3
57456,35900,15,57486,,,1
57457,35901,6,57487,,,2
57458,35902,8,57488,,,3
57459,35903,18,57489,,,3
57460,35904,8,57490,,,3
57461,35905,20,57491,,,1
57462,35906,18,57492,,,1
57463,35907,4,57493,,,1
57464,35908,8,57494,15,,4
57465,35909,5,57495,,,2
57466,35910,11,57496,,,4
57467,35911,22,57497,,,4
57468,35912,6,57498,,,4
57469,35913,20,57499,16,,1
57470,35914,12,57500,16,,3
57471,35915,6,57501,,,1
57472,35916,20,57502,,,3
57473,35917,11,57503,,,2
57474,35918,18,57504,,,1
57475,35919,22,57505,14,,2
57476,35920,14,57506,,,1
57477,35921,4,57507,,,2
57478,35922,18,57508,,,4
57479,35923,18,57509,,,3
57480,35924,22,57510,,,1
57481,35925,13,57511,,,3
57482,35926,4,57512,,,4
57483,35927,11,57513,,,4
57484,35928,20,57514,,,1
57485,35929,22,57515,,,2
57486,35930,22,57516,,,1
57487,35931,13,57517,,,3
57488,35932,8,57518,,,3
57489,35933,18,57519,,,2
57490,35934,22,57520,,,2
57491,35935,5,57521,14,,3
57492,35936,12,57522,15,,4
57493,35937,22,57523,,,4
57494,35938,11,57524,,,2
57495,35939,12,57525,,,3
57496,35940,11,57526,,,2
57497,35941,12,57527,,,4
57498,35942,6,57528,,,3
57499,35943,22,57529,,,3
57500,35944,12,57530,16,,2
57501,35945,22,57531,15,,2
57502,35946,11,57532,,,4
57503,35947,15,57533,14,,3
57504,35948,14,57534,14,,3
57505,35949,6,57535,16,,2
57506,35950,4,57536,,,4
57507,35951,15,57537,,,3
57508,35952,8,57538,,,3
57509,35953,13,57539,,,4
57510,35954,13,57540,,,4
57511,35955,8,57541,,,1
57512,35956,13,57542,,,1
57513,35957,22,57543,15,,4
57514,35958,12,57544,,,3
57515,35959,5,57545,,,4
57516,35960,5,57546,14,,2
57517,35961,17,57547,,,4
57518,35962,22,57548,,,1
57519,35963,4,57549,,,4
57520,35964,11,57550,,,2
57521,35965,15,57551,,,3
57522,35966,18,57552,,,4
57523,35967,15,57553,,,2
57524,35968,17,57554,,,2
57525,35969,12,57555,,,4
57526,35970,22,57556,,,4
57527,35971,15,57557,,,1
57528,35972,11,57558,,,4
57529,35973,4,57559,,,3
57530,35974,8,57560,,,2
57531,35975,11,57561,,,2
57532,35976,8,57562,16,,4
57533,35977,5,57563,,,1
57534,35978,13,57564,,,3
57535,35979,6,57565,,,3
57536,35980,14,57566,,,2
57537,35981,5,57567,,,1
57538,35982,5,57568,,,1
57539,35983,20,57569,,,1
57540,35984,14,57570,,,1
57541,35985,17,57571,,,1
57542,35986,14,57572,,,1
57543,35987,18,57573,,,4
57544,35988,15,57574,,,4
57545,35989,11,57575,,,2
57546,35990,18,57576,,,4
57547,35991,17,57577,,,1
57548,35992,5,57578,15,,2
57549,35993,13,57579,,,1
57550,35994,22,57580,,,2
57551,35995,11,57581,,,1
57552,35996,13,57582,,,4
57553,35997,22,57583,,,3
57554,35998,8,57584,,,1
57555,35999,5,57585,,,1
57556,36000,5,57586,,,4
57557,36001,13,57587,15,,3
57558,36002,6,57588,,,2
57559,36003,15,57589,,,1
57560,36004,17,57590,,,4
57561,36005,18,57591,,,1
57562,36006,18,57592,,,1
57563,36007,20,57593,,,1
57564,36008,22,57594,,,3
57565,36009,15,57595,,,4
57566,36010,6,57596,,,3
57567,36011,13,57597,,,4
57568,36012,6,57598,,,2
57569,36013,22,57599,,,2
57570,36014,11,57600,,,3
57571,36015,4,57601,,,4
57572,36016,20,57602,,,4
57573,36017,17,57603,,,3
57574,36018,14,57604,,,4
57575,36019,5,57605,,,2
57576,36020,20,57606,,,2
57577,36021,15,57607,,,4
57578,36022,4,57608,,,1
57579,36023,13,57609,14,,2
57580,36024,20,57610,,,4
57581,36025,18,57611,,,2
57582,36026,12,57612,,,1
57583,36027,12,57613,,,2
57584,36028,22,57614,,,2
57585,36029,5,57615,,,1
57586,36030,6,57616,,,3
57587,36031,6,57617,,,1
57588,36032,6,57618,,,3
57589,36033,13,57619,,,2
57590,36034,22,57620,,,1
57591,36035,5,57621,,,2
57592,36036,8,57622,,,2
57593,36037,22,57623,,,3
57594,36038,12,57624,,,1
57595,36039,17,57625,,,3
57596,36040,17,57626,,,3
57597,36041,8,57627,,,4
57598,36042,22,57628,,,2
57599,36043,17,57629,,,1
57600,36044,6,57630,,,1
57601,36045,4,57631,,,1
57602,36046,11,57632,,,2
57603,36047,15,57633,,,2
57604,36048,4,57634,,,1
57605,36049,12,57635,,,3
57606,36050,5,57636,,,3
57607,36051,8,57637,,,1
57608,36052,15,57638,,,3
57609,36053,20,57639,,,2
57610,36054,11,57640,,,2
57611,36055,14,57641,,,2
57612,36056,13,57642,,,1
57613,36057,14,57643,14,,2
57614,36058,12,57644,,,1
57615,36059,8,57645,16,,1
57616,36060,22,57646,,,4
57617,36061,6,57647,,,4
57618,36062,8,57648,16,,2
57619,36063,11,57649,,,3
57620,36064,13,57650,,,3
57621,36065,14,57651,,,4
57622,36066,12,57652,,,4
57623,36067,11,57653,14,,2
57624,36068,4,57654,,,4
57625,36069,4,57655,,,1
57626,36070,15,57656,,,3
57627,36071,22,57657,,,3
57628,36072,15,57658,,,2
57629,36073,15,57659,,,1
57630,36074,14,57660,,,4
57631,36075,14,57661,,,4
57632,36076,4,57662,,,1
57633,36077,5,57663,,,2
57634,36078,11,57664,14,,4
57635,36079,11,57665,,,2
57636,36080,6,57666,,,2
57637,36081,11,57667,,,2
57638,36082,8,57668,,,1
57639,36083,5,57669,,,1
57640,36084,4,57670,,,1
57641,36085,18,57671,14,,3
57642,36086,11,57672,,,2
57643,36087,22,57673,,,3
57644,36088,11,57674,,,3
57645,36089,4,57675,,,4
57646,36090,13,57676,,,3
57647,36091,17,57677,,,2
57648,36092,14,57678,,,2
57649,36093,17,57679,,,1
57650,36094,14,57680,,,1
57651,36095,20,57681,,,1
57652,36096,17,57682,,,2
57653,36097,20,57683,,,2
57654,36098,18,57684,,,3
57655,36099,11,57685,,,4
57656,36100,22,57686,,,1
57657,36101,20,57687,,,2
57658,36102,18,57688,,,1
57659,36103,5,57689,,,4
57660,36104,11,57690,,,2
57661,36105,5,57691,,,2
57662,36106,11,57692,,,4
57663,36107,17,57693,,,1
57664,36108,20,57694,15,,2
57665,36109,4,57695,,,1
57666,36110,12,57696,,,1
57667,36111,5,57697,14,,4
57668,36112,18,57698,,,3
57669,36113,22,57699,,,2
57670,36114,22,57700,,,1
57671,36115,18,57701,,,2
57672,36116,5,57702,14,,4
57673,36117,11,57703,,,3
57674,36118,13,57704,,,1
57675,36119,12,57705,,,4
57676,36120,18,57706,,,1
57677,36121,14,57707,,,2
57678,36122,8,57708,,,3
57679,36123,6,57709,,,4
57680,36124,18,57710,,,4
57681,36125,18,57711,,,4
57682,36126,4,57712,,,1
57683,36127,6,57713,,,3
57684,36128,11,57714,,,1
57685,36129,11,57715,,,2
57686,36130,13,57716,,,1
57687,36131,13,57717,,,4
57688,36132,20,57718,,,2
57689,36133,13,57719,,,4
57690,36134,22,57720,,,2
57691,36135,11,57721,,,1
57692,36136,4,57722,,,1
57693,36137,6,57723,,,2
57694,36138,4,57724,,,3
57695,36139,4,57725,,,1
57696,36140,11,57726,,,3
57697,36141,11,57727,,,4
57698,36142,11,57728,,,3
57699,36143,11,57729,,,4
57700,36144,14,57730,,,4
57701,36145,18,57731,14,,1
57702,36146,11,57732,,,1
57703,36147,12,57733,,,4
57704,36148,13,57734,,,3
57705,36149,14,57735,,,3
57706,36150,4,57736,,,2
57707,36151,18,57737,14,,4
57708,36152,14,57738,,,3
57709,36153,4,57739,,,2
57710,36154,6,57740,,,3
57711,36155,12,57741,,,3
57712,36156,13,57742,,,3
57713,36157,8,57743,14,,3
57714,36158,13,57744,,,4
57715,36159,13,57745,,,3
57716,36160,17,57746,,,1
57717,36161,22,57747,,,3
57718,36162,18,57748,,,2
57719,36163,15,57749,16,,3
57720,36164,11,57750,,,4
57721,36165,6,57751,,,1
57722,36166,8,57752,,,1
57723,36167,15,57753,,,3
57724,36168,14,57754,,,4
57725,36169,12,57755,,,1
57726,36170,6,57756,,,2
57727,36171,15,57757,,,3
57728,36172,15,57758,,,3
57729,36173,18,57759,,,1
57730,36174,14,57760,,,2
57731,36175,13,57761,,,4
57732,36176,13,57762,,,2
57733,36177,8,57763,,,3
57734,36178,15,57764,14,,4
57735,36179,15,57765,,,1
57736,36180,20,57766,,,1
57737,36181,11,57767,,,3
57738,36182,5,57768,,,3
57739,36183,11,57769,15,,1
57740,36184,18,57770,,,4
57741,36185,17,57771,,,1
57742,36186,22,57772,,,4
57743,36187,12,57773,,,3
57744,36188,11,57774,,,3
57745,36189,13,57775,,,3
57746,36190,13,57776,,,2
57747,36191,8,57777,,,1
57748,36192,8,57778,,,4
57749,36193,4,57779,,,2
57750,36194,11,57780,,,1
57751,36195,8,57781,,,4
57752,36196,17,57782,,,1
57753,36197,15,57783,,,2
57754,36198,6,57784,,,1
57755,36199,11,57785,,,2
57756,36200,22,57786,,,2
57757,36201,4,57787,,,1
57758,36202,6,57788,,,3
57759,36203,11,57789,,,3
57760,36204,11,57790,,,3
57761,36205,13,57791,,,2
57762,36206,18,57792,,,3
57763,36207,15,57793,16,,1
57764,36208,6,57794,,,3
57765,36209,20,57795,,,4
57766,36210,17,57796,,,2
57767,36211,5,57797,,,2
57768,36212,17,57798,,,4
57769,36213,18,57799,,,1
57770,36214,11,57800,,,3
57771,36215,20,57801,,,3
57772,36216,14,57802,,,3
57773,36217,17,57803,,,4
57774,36218,17,57804,,,2
57775,36219,14,57805,,,1
57776,36220,17,57806,,,4
57777,36221,14,57807,,,2
57778,36222,4,57808,14,,4
57779,36223,17,57809,,,4
57780,36224,12,57810,,,4
57781,36225,22,57811,,,3
57782,36226,4,57812,,,2
57783,36227,13,57813,,,1
57784,36228,22,57814,,,3
57785,36229,14,57815,,,3
57786,36230,6,57816,,,1
57787,36231,13,57817,,,3
57788,36232,13,57818,,,2
57789,36233,6,57819,,,4
57790,36234,4,57820,,,1
57791,36235,22,57821,,,2
57792,36236,20,57822,14,,4
57793,36237,22,57823,,,1
57794,36238,22,57824,,,2
57795,36239,20,57825,,,4
57796,36240,13,57826,15,,4
57797,36241,17,57827,,,2
57798,36242,6,57828,,,3
57799,36243,4,57829,,,3
57800,36244,8,57830,,,1
57801,36245,12,57831,,,1
57802,36246,4,57832,,,2
57803,36247,13,57833,,,1
57804,36248,5,57834,,,1
57805,36249,6,57835,,,3
57806,36250,22,57836,16,,1
57807,36251,15,57837,,,3
57808,36252,15,57838,16,,2
57809,36253,18,57839,,,1
57810,36254,12,57840,,,2
57811,36255,20,57841,,,4
57812,36256,6,57842,,,1
57813,36257,8,57843,,,4
57814,36258,22,57844,,,3
57815,36259,20,57845,,,2
57816,36260,14,57846,,,1
57817,36261,20,57847,,,1
57818,36262,5,57848,,,2
57819,36263,5,57849,,,1
57820,36264,12,57850,,,1
57821,36265,11,57851,,,3
57822,36266,17,57852,15,,3
57823,36267,14,57853,16,,1
57824,36268,4,57854,,,3
57825,36269,18,57855,,,4
57826,36270,8,57856,,,1
57827,36271,13,57857,,,1
57828,36272,11,57858,,,1
57829,36273,6,57859,,,3
57830,36274,11,57860,,,2
57831,36275,8,57861,,,3
57832,36276,12,57862,,,4
57833,36277,15,57863,,,2
57834,36278,8,57864,,,4
57835,36279,13,57865,,,2
57836,36280,20,57866,,,4
57837,36281,18,57867,,,2
57838,36282,11,57868,,,4
57839,36283,12,57869,,,4
57840,36284,14,57870,,,4
57841,36285,17,57871,,,3
57842,36286,22,57872,,,3
57843,36287,4,57873,,,1
57844,36288,13,57874,,,2
57845,36289,22,57875,,,2
57846,36290,8,57876,,,2
57847,36291,11,57877,,,3
57848,36292,8,57878,,,2
57849,36293,4,57879,,,4
57850,36294,4,57880,,,3
57851,36295,11,57881,15,,3
57852,36296,12,57882,,,3
57853,36297,18,57883,,,1
57854,36298,5,57884,,,1
57855,36299,6,57885,15,,1
57856,36300,4,57886,,,3
57857,36301,22,57887,,,1
57858,36302,17,57888,,,1
57859,36303,14,57889,,,4
57860,36304,12,57890,,,3
57861,36305,4,57891,,,4
57862,36306,4,57892,,,4
57863,36307,17,57893,,,2
57864,36308,22,57894,,,1
57865,36309,12,57895,,,3
57866,36310,5,57896,,,4
57867,36311,6,57897,,,2
57868,36312,22,57898,,,2
57869,36313,15,57899,16,,1
57870,36314,6,57900,,,3
57871,36315,12,57901,,,2
57872,36316,4,57902,,,1
57873,36317,8,57903,,,3
57874,36318,13,57904,,,1
57875,36319,11,57905,,,2
57876,36320,4,57906,,,2
57877,36321,18,57907,,,2
57878,36322,13,57908,,,4
57879,36323,17,57909,,,2
57880,36324,14,57910,,,3
57881,36325,22,57911,,,1
57882,36326,20,57912,,,1
57883,36327,13,57913,,,2
57884,36328,8,57914,,,2
57885,36329,6,57915,,,2
57886,36330,20,57916,15,,4
57887,36331,4,57917,,,3
57888,36332,18,57918,,,3
57889,36333,17,57919,,,4
57890,36334,22,57920,,,1
57891,36335,18,57921,,,3
57892,36336,22,57922,,,2
57893,36337,22,57923,,,2
57894,36338,11,57924,,,4
57895,36339,11,57925,,,4
57896,36340,12,57926,,,2
57897,36341,15,57927,,,3
57898,36342,4,57928,,,4
57899,36343,5,57929,,,4
57900,36344,6,57930,16,,1
57901,36345,14,57931,,,1
57902,36346,6,57932,,,3
57903,36347,17,57933,,,2
57904,36348,4,57934,,,2
57905,36349,18,57935,,,2
57906,36350,18,57936,,,3
57907,36351,12,57937,,,3
57908,36352,12,57938,,,4
57909,36353,4,57939,,,2
57910,36354,14,57940,,,2
57911,36355,20,57941,,,4
57912,36356,5,57942,,,4
57913,36357,5,57943,,,3
57914,36358,4,57944,,,4
57915,36359,22,57945,,,3
57916,36360,12,57946,,,2
57917,36361,11,57947,,,3
57918,36362,12,57948,14,,1
57919,36363,13,57949,,,4
57920,36364,6,57950,,,1
57921,36365,14,57951,,,4
57922,36366,4,57952,,,3
57923,36367,22,57953,,,2
57924,36368,11,57954,,,1
57925,36369,12,57955,,,3
57926,36370,6,57956,,,2
57927,36371,20,57957,,,1
57928,36372,5,57958,,,3
57929,36373,18,57959,,,1
57930,36374,11,57960,,,3
57931,36375,22,57961,,,3
57932,36376,20,57962,,,4
57933,36377,17,57963,,,3
57934,36378,17,57964,,,2
57935,36379,22,57965,,,4
57936,36380,17,57966,,,1
57937,36381,13,57967,,,3
57938,36382,13,57968,,,2
57939,36383,13,57969,,,2
57940,36384,18,57970,,,4
57941,36385,6,57971,,,2
57942,36386,22,57972,,,3
57943,36387,5,57973,16,,2
57944,36388,12,57974,,,2
57945,36389,12,57975,,,1
57946,36390,6,57976,,,3
57947,36391,20,57977,14,,4
57948,36392,18,57978,,,1
57949,36393,5,57979,,,2
57950,36394,17,57980,,,3
57951,36395,13,57981,,,2
57952,36396,22,57982,,,2
57953,36397,18,57983,,,2
57954,36398,6,57984,,,4
57955,36399,12,57985,,,4
57956,36400,14,57986,,,2
57957,36401,6,57987,,,2
57958,36402,4,57988,,,1
57959,36403,22,57989,,,1
57960,36404,13,57990,,,2
57961,36405,15,57991,,,4
57962,36406,8,57992,,,1
57963,36407,22,57993,,,2
57964,36408,22,57994,,,4
57965,36409,5,57995,,,3
57966,36410,12,57996,,,4
57967,36411,13,57997,14,,3
57968,36412,22,57998,15,,1
57969,36413,4,57999,,,3
57970,36414,11,58000,,,3
57971,36415,6,58001,,,3
57972,36416,12,58002,,,1
57973,36417,15,58003,,,3
57974,36418,15,58004,,,2
57975,36419,4,58005,,,3
57976,36420,6,58006,,,4
57977,36421,4,58007,14,,4
57978,36422,4,58008,,,4
57979,36423,8,58009,16,,1
57980,36424,8,58010,,,4
57981,36425,8,58011,,,3
57982,36426,14,58012,,,4
57983,36427,18,58013,,,2
57984,36428,6,58014,,,3
57985,36429,8,58015,,,3
57986,36430,6,58016,14,,3
57987,36431,17,58017,,,4
57988,36432,6,58018,,,2
57989,36433,20,58019,,,3
57990,36434,4,58020,,,1
57991,36435,22,58021,,,3
57992,36436,5,58022,16,,3
57993,36437,17,58023,,,3
57994,36438,6,58024,,,2
57995,36439,22,58025,,,4
57996,36440,20,58026,,,2
57997,36441,18,58027,15,,4
57998,36442,4,58028,,,4
57999,36443,17,58029,,,1
58000,36444,20,58030,,,2
58001,36445,22,58031,,,1
58002,36446,15,58032,,,1
58003,36447,5,58033,14,,2
58004,36448,22,58034,,,3
58005,36449,17,58035,,,4
58006,36450,12,58036,,,2
58007,36451,11,58037,,,1
58008,36452,6,58038,,,3
58009,36453,17,58039,,,2
58010,36454,17,58040,,,4
58011,36455,13,58041,,,4
58012,36456,18,58042,,,4
58013,36457,6,58043,,,1
58014,36458,20,58044,,,2
58015,36459,22,58045,,,3
58016,36460,6,58046,,,4
58017,36461,8,58047,,,2
58018,36462,11,58048,,,1
58019,36463,15,58049,,,2
58020,36464,4,58050,,,3
58021,36465,18,58051,,,2
58022,36466,15,58052,,,2
58023,36467,11,58053,,,4
58024,36468,12,58054,,,2
58025,36469,20,58055,,,2
58026,36470,14,58056,,,2
58027,36471,12,58057,,,3
58028,36472,20,58058,,,2
58029,36473,13,58059,,,2
58030,36474,12,58060,,,1
58031,36475,6,58061,,,2
58032,36476,14,58062,,,2
58033,36477,12,58063,,,3
58034,36478,12,58064,,,1
58035,36479,6,58065,,,2
58036,36480,11,58066,,,4
58037,36481,12,58067,,,3
58038,36482,8,58068,,,3
58039,36483,6,58069,,,4
58040,36484,8,58070,,,2
58041,36485,11,58071,,,1
58042,36486,20,58072,,,4
58043,36487,14,58073,,,1
58044,36488,13,58074,,,2
58045,36489,8,58075,,,2
58046,36490,17,58076,,,4
58047,36491,13,58077,,,2
58048,36492,22,58078,,,2
58049,36493,22,58079,,,4
58050,36494,8,58080,,,1
58051,36495,20,58081,,,1
58052,36496,11,58082,,,2
58053,36497,4,58083,16,,1
58054,36498,6,58084,,,3
58055,36499,5,58085,,,4
58056,36500,18,58086,,,3
58057,36501,12,58087,,,2
58058,36502,22,58088,,,2
58059,36503,12,58089,,,2
58060,36504,13,58090,,,3
58061,36505,15,58091,,,2
58062,36506,18,58092,,,2
58063,36507,22,58093,,,2
58064,36508,5,58094,,,2
58065,36509,22,58095,,,4
58066,36510,18,58096,,,1
58067,36511,11,58097,,,1
58068,36512,6,58098,,,1
58069,36513,14,58099,,,3
58070,36514,5,58100,,,4
58071,36515,22,58101,,,3
58072,36516,14,58102,,,1
58073,36517,18,58103,,,4
58074,36518,5,58104,,,4
58075,36519,13,58105,,,2
58076,36520,22,58106,,,2
58077,36521,13,58107,,,1
58078,36522,5,58108,,,1
58079,36523,18,58109,,,4
58080,36524,18,58110,16,,1
58081,36525,13,58111,14,,4
58082,36526,5,58112,,,1
58083,36527,15,58113,,,2
58084,36528,4,58114,15,,2
58085,36529,12,58115,16,,4
58086,36530,17,58116,,,1
58087,36531,14,58117,,,4
58088,36532,17,58118,,,1
58089,36533,6,58119,,,3
58090,36534,22,58120,,,2
58091,36535,22,58121,,,3
58092,36536,11,58122,,,2
58093,36537,14,58123,,,1
58094,36538,6,58124,14,,4
58095,36539,17,58125,,,4
58096,36540,20,58126,16,,3
58097,36541,11,58127,,,4
58098,36542,22,58128,15,,3
58099,36543,15,58129,,,4
58100,36544,6,58130,,,1
58101,36545,15,58131,,,3
58102,36546,4,58132,,,4
58103,36547,14,58133,,,4
58104,36548,11,58134,,,4
58105,36549,15,58135,,,4
58106,36550,8,58136,,,3
58107,36551,18,58137,14,,2
58108,36552,14,58138,,,4
58109,36553,22,58139,,,1
58110,36554,11,58140,,,1
58111,36555,18,58141,,,2
58112,36556,17,58142,,,1
58113,36557,11,58143,,,4
58114,36558,12,58144,,,4
58115,36559,17,58145,,,2
58116,36560,4,58146,,,2
58117,36561,8,58147,,,1
58118,36562,12,58148,,,1
58119,36563,14,58149,,,4
58120,36564,13,58150,,,2
58121,36565,15,58151,,,1
58122,36566,12,58152,,,1
58123,36567,12,58153,,,2
58124,36568,14,58154,16,,2
58125,36569,12,58155,,,3
58126,36570,20,58156,,,3
58127,36571,13,58157,,,4
58128,36572,12,58158,,,4
58129,36573,18,58159,,,1
58130,36574,22,58160,,,3
58131,36575,4,58161,,,3
58132,36576,15,58162,,,3
58133,36577,13,58163,,,4
58134,36578,8,58164,,,2
58135,36579,5,58165,14,,4
58136,36580,11,58166,,,3
58137,36581,12,58167,,,2
58138,36582,20,58168,,,2
58139,36583,13,58169,,,1
58140,36584,15,58170,,,3
58141,36585,17,58171,,,2
58142,36586,12,58172,,,3
58143,36587,15,58173,,,3
58144,36588,4,58174,,,4
58145,36589,6,58175,,,3
58146,36590,15,58176,,,1
58147,36591,14,58177,,,3
58148,36592,8,58178,,,4
58149,36593,6,58179,,,3
58150,36594,6,58180,,,2
58151,36595,12,58181,,,3
58152,36596,14,58182,,,2
58153,36597,17,58183,,,4
58154,36598,13,58184,,,4
58155,36599,6,58185,,,4
58156,36600,11,58186,,,4
58157,36601,12,58187,15,,1
58158,36602,17,58188,,,2
58159,36603,22,58189,,,1
58160,36604,17,58190,,,2
58161,36605,17,58191,,,4
58162,36606,15,58192,,,2
58163,36607,18,58193,,,3
58164,36608,17,58194,,,3
58165,36609,20,58195,,,4
58166,36610,11,58196,16,,3
58167,36611,22,58197,,,4
58168,36612,12,58198,,,3
58169,36613,18,58199,,,4
58170,36614,4,58200,,,1
58171,36615,8,58201,,,3
58172,36616,17,58202,,,4
58173,36617,15,58203,,,4
58174,36618,18,58204,,,4
58175,36619,6,58205,,,2
58176,36620,17,58206,,,3
58177,36621,14,58207,,,3
58178,36622,4,58208,,,1
58179,36623,14,58209,,,3
58180,36624,11,58210,,,4
58181,36625,4,58211,,,1
58182,36626,5,58212,,,3
58183,36627,8,58213,,,1
58184,36628,13,58214,,,4
58185,36629,20,58215,,,4
58186,36630,17,58216,15,,3
58187,36631,6,58217,,,1
58188,36632,13,58218,,,2
58189,36633,20,58219,,,3
58190,36634,17,58220,,,3
58191,36635,4,58221,,,3
58192,36636,18,58222,,,4
58193,36637,5,58223,,,2
58194,36638,22,58224,,,3
58195,36639,11,58225,,,1
58196,36640,8,58226,,,2
58197,36641,6,58227,,,4
58198,36642,8,58228,,,3
58199,36643,14,58229,,,1
58200,36644,5,58230,,,3
58201,36645,13,58231,,,2
58202,36646,4,58232,,,1
58203,36647,11,58233,,,1
58204,36648,8,58234,,,1
58205,36649,14,58235,,,3
58206,36650,15,58236,,,4
58207,36651,22,58237,,,3
58208,36652,5,58238,,,4
58209,36653,8,58239,,,2
58210,36654,11,58240,,,3
58211,36655,13,58241,,,2
58212,36656,5,58242,,,1
58213,36657,5,58243,,,3
58214,36658,15,58244,,,3
58215,36659,8,58245,,,3
58216,36660,13,58246,,,4
58217,36661,8,58247,,,1
58218,36662,17,58248,,,3
58219,36663,15,58249,,,1
58220,36664,8,58250,,,2
58221,36665,8,58251,,,4
58222,36666,20,58252,,,3
58223,36667,11,58253,,,3
58224,36668,4,58254,,,3
58225,36669,20,58255,,,3
58226,36670,4,58256,,,1
58227,36671,5,58257,,,1
58228,36672,4,58258,,,4
58229,36673,5,58259,16,,2
58230,36674,18,58260,,,2
58231,36675,6,58261,,,3
58232,36676,5,58262,,,1
58233,36677,13,58263,,,3
58234,36678,8,58264,,,1
58235,36679,6,58265,15,,4
58236,36680,20,58266,16,,4
58237,36681,8,58267,15,,4
58238,36682,15,58268,,,1
58239,36683,17,58269,,,2
58240,36684,13,58270,,,4
58241,36685,12,58271,,,2
58242,36686,13,58272,,,1
58243,36687,20,58273,,,2
58244,36688,20,58274,,,3
58245,36689,17,58275,,,3
58246,36690,5,58276,,,4
58247,36691,14,58277,15,,2
58248,36692,12,58278,,,1
58249,36693,15,58279,15,,4
58250,36694,17,58280,,,3
58251,36695,18,58281,,,2
58252,36696,22,58282,,,1
58253,36697,12,58283,,,3
58254,36698,17,58284,,,2
58255,36699,18,58285,,,4
58256,36700,6,58286,,,3
58257,36701,11,58287,,,3
58258,36702,11,58288,,,1
58259,36703,13,58289,,,3
58260,36704,6,58290,16,,4
58261,36705,8,58291,,,3
58262,36706,6,58292,,,2
58263,36707,5,58293,,,2
58264,36708,14,58294,,,3
58265,36709,14,58295,,,4
58266,36710,12,58296,,,4
58267,36711,20,58297,,,2
58268,36712,20,58298,,,1
58269,36713,12,58299,,,1
58270,36714,20,58300,,,2
58271,36715,4,58301,,,4
58272,36716,13,58302,,,3
58273,36717,8,58303,,,2
58274,36718,8,58304,14,,1
58275,36719,12,58305,,,1
58276,36720,14,58306,,,4
58277,36721,18,58307,,,2
58278,36722,15,58308,,,4
58279,36723,4,58309,,,1
58280,36724,14,58310,,,1
58281,36725,4,58311,,,2
58282,36726,18,58312,,,4
58283,36727,20,58313,,,2
58284,36728,22,58314,,,4
58285,36729,15,58315,,,2
58286,36730,12,58316,,,3
58287,36731,13,58317,,,3
58288,36732,18,58318,,,3
58289,36733,17,58319,,,1
58290,36734,6,58320,,,1
58291,36735,18,58321,,,4
58292,36736,8,58322,,,1
58293,36737,13,58323,,,4
58294,36738,5,58324,,,2
58295,36739,12,58325,,,2
58296,36740,14,58326,,,3
58297,36741,18,58327,,,3
58298,36742,17,58328,,,4
58299,36743,18,58329,,,1
58300,36744,8,58330,,,4
58301,36745,11,58331,,,4
58302,36746,4,58332,,,4
