IDHORARIO,DURACION,IDSERVICIO,FECHAINICIO,DIA,HORAINICIO,HORAFIN,FECHAFIN
124714,,4,02/10/2019,,8,23,02/10/2019
124715,,22,12/08/2019,,16,10,12/08/2019
124716,,11,16/11/2019,,0,24,16/11/2019
124717,,12,25/04/2019,,18,16,25/04/2019
124718,,20,06/12/2019,,16,22,07/12/2019
124719,,22,24/11/2019,,23,21,25/11/2019
124720,,18,15/05/2019,,18,24,16/05/2019
124721,,18,03/12/2019,,20,19,03/12/2019
124722,,13,21/08/2019,,5,4,21/08/2019
124723,,8,29/07/2019,,14,22,29/07/2019
124724,,18,25/07/2019,,0,22,25/07/2019
124725,,14,21/06/2019,,3,13,21/06/2019
124726,,22,10/10/2019,,19,16,10/10/2019
124727,,17,06/03/2019,,19,5,06/03/2019
124728,,8,20/08/2019,,19,12,20/08/2019
124729,,15,13/07/2019,,2,8,13/07/2019
124730,,13,23/09/2019,,19,19,23/09/2019
124731,,13,01/02/2019,,7,13,02/02/2019
124732,,12,10/02/2019,,16,20,10/02/2019
124733,,11,12/06/2019,,5,16,12/06/2019
124734,,18,21/02/2019,,4,23,22/02/2019
124735,,8,07/01/2019,,13,18,08/01/2019
124736,,12,31/08/2019,,11,4,01/09/2019
124737,,17,11/08/2019,,17,21,11/08/2019
124738,,11,04/11/2019,,14,16,04/11/2019
124739,,22,20/12/2019,,20,12,20/12/2019
124740,,13,18/06/2019,,17,13,18/06/2019
124741,,8,30/04/2019,,8,15,01/05/2019
124742,,15,25/05/2019,,9,10,25/05/2019
124743,,17,29/01/2019,,15,24,30/01/2019
124744,,8,15/12/2019,,15,10,15/12/2019
124745,,11,17/01/2019,,0,24,17/01/2019
124746,,15,05/08/2019,,1,10,06/08/2019
124747,,20,06/10/2019,,7,22,07/10/2019
124748,,12,20/12/2019,,4,24,21/12/2019
124749,,15,25/10/2019,,23,10,26/10/2019
124750,,15,04/06/2019,,18,24,04/06/2019
124751,,5,01/12/2019,,8,24,01/12/2019
124752,,12,23/02/2019,,4,8,24/02/2019
124753,,17,14/09/2019,,16,21,15/09/2019
124754,,18,01/07/2019,,4,23,02/07/2019
124755,,15,03/07/2019,,0,18,04/07/2019
124756,,4,15/12/2019,,14,15,16/12/2019
124757,,15,12/02/2019,,5,21,13/02/2019
124758,,5,04/08/2019,,15,17,05/08/2019
124759,,4,29/11/2019,,5,18,29/11/2019
124760,,4,17/05/2019,,20,10,17/05/2019
124761,,4,18/06/2019,,17,14,18/06/2019
124762,,20,29/10/2019,,1,17,29/10/2019
124763,,5,26/08/2019,,0,11,27/08/2019
124764,,18,18/01/2019,,6,17,19/01/2019
124765,,18,30/06/2019,,11,14,30/06/2019
124766,,17,12/11/2019,,15,9,12/11/2019
124767,,15,27/01/2019,,2,24,27/01/2019
124768,,4,02/12/2019,,23,22,02/12/2019
124769,,17,24/07/2019,,8,22,24/07/2019
124770,,12,15/07/2019,,21,12,15/07/2019
124771,,8,02/11/2019,,15,23,02/11/2019
124772,,17,28/08/2019,,15,17,28/08/2019
124773,,14,16/08/2019,,21,22,17/08/2019
124774,,11,08/08/2019,,1,24,08/08/2019
124775,,4,21/12/2019,,14,17,21/12/2019
124776,,20,27/04/2019,,18,11,28/04/2019
124777,,13,02/03/2019,,5,7,02/03/2019
124778,,13,20/03/2019,,2,24,20/03/2019
124779,,13,27/06/2019,,15,21,27/06/2019
124780,,8,26/05/2019,,0,15,26/05/2019
124781,,17,30/07/2019,,7,22,30/07/2019
124782,,22,09/04/2019,,6,16,10/04/2019
124783,,18,09/08/2019,,2,23,10/08/2019
124784,,22,30/03/2019,,4,13,30/03/2019
124785,,14,10/09/2019,,1,15,11/09/2019
124786,,4,09/12/2019,,2,0,10/12/2019
124787,,14,02/04/2019,,4,15,02/04/2019
124788,,4,28/11/2019,,12,5,29/11/2019
124789,,18,04/09/2019,,8,18,04/09/2019
124790,,5,31/05/2019,,14,11,31/05/2019
124791,,20,01/09/2019,,4,18,02/09/2019
124792,,8,03/03/2019,,0,15,04/03/2019
124793,,11,24/10/2019,,20,17,24/10/2019
124794,,4,23/03/2019,,10,14,23/03/2019
124795,,22,10/01/2019,,21,6,10/01/2019
124796,,15,12/11/2019,,11,9,13/11/2019
124797,,22,18/12/2019,,19,20,19/12/2019
124798,,11,13/08/2019,,2,20,13/08/2019
124799,,5,10/02/2019,,15,8,10/02/2019
124800,,20,25/05/2019,,20,22,26/05/2019
124801,,8,26/06/2019,,17,12,27/06/2019
124802,,17,06/03/2019,,12,18,07/03/2019
124803,,14,31/01/2019,,21,6,01/02/2019
124804,,17,22/07/2019,,9,23,22/07/2019
124805,,15,06/12/2019,,20,23,06/12/2019
124806,,13,21/05/2019,,3,17,21/05/2019
124807,,14,25/12/2019,,4,9,26/12/2019
124808,,18,06/11/2019,,14,24,06/11/2019
124809,,17,16/08/2019,,2,12,17/08/2019
124810,,15,17/07/2019,,20,14,17/07/2019
124811,,12,17/08/2019,,10,21,17/08/2019
124812,,5,01/07/2019,,4,21,01/07/2019
124813,,13,16/05/2019,,16,4,17/05/2019
124814,,14,18/09/2019,,21,22,18/09/2019
124815,,17,28/09/2019,,15,14,28/09/2019
124816,,17,17/09/2019,,8,16,17/09/2019
124817,,4,14/02/2019,,21,24,14/02/2019
124818,,17,03/06/2019,,17,18,03/06/2019
124819,,8,19/12/2019,,9,19,20/12/2019
124820,,13,04/11/2019,,10,19,04/11/2019
124821,,18,14/10/2019,,22,13,15/10/2019
124822,,5,03/03/2019,,2,24,03/03/2019
124823,,18,17/12/2019,,1,23,17/12/2019
124824,,5,23/08/2019,,15,12,24/08/2019
124825,,15,15/01/2019,,16,12,16/01/2019
124826,,13,21/07/2019,,22,24,22/07/2019
124827,,20,15/08/2019,,3,7,15/08/2019
124828,,8,14/05/2019,,3,23,14/05/2019
124829,,15,24/06/2019,,20,22,25/06/2019
124830,,12,02/03/2019,,9,12,03/03/2019
124831,,13,17/09/2019,,10,23,17/09/2019
124832,,11,05/07/2019,,18,14,06/07/2019
124833,,15,13/09/2019,,22,23,13/09/2019
124834,,14,06/04/2019,,7,15,06/04/2019
124835,,12,29/10/2019,,8,10,30/10/2019
124836,,5,20/12/2019,,5,19,21/12/2019
124837,,20,02/07/2019,,4,14,03/07/2019
124838,,8,23/04/2019,,11,17,24/04/2019
124839,,13,14/09/2019,,1,23,14/09/2019
124840,,20,22/08/2019,,6,16,23/08/2019
124841,,12,26/06/2019,,11,22,26/06/2019
124842,,20,12/09/2019,,22,22,12/09/2019
124843,,20,16/02/2019,,11,23,17/02/2019
124844,,8,20/01/2019,,17,20,20/01/2019
124845,,18,25/09/2019,,20,17,26/09/2019
124846,,20,13/03/2019,,14,10,14/03/2019
124847,,15,16/10/2019,,15,13,16/10/2019
124848,,13,23/03/2019,,10,21,24/03/2019
124849,,18,15/05/2019,,2,20,15/05/2019
124850,,20,12/02/2019,,12,19,12/02/2019
124851,,5,13/01/2019,,23,24,13/01/2019
124852,,14,03/07/2019,,3,21,03/07/2019
124853,,20,18/12/2019,,11,18,19/12/2019
124854,,12,05/03/2019,,14,17,05/03/2019
124855,,17,17/11/2019,,23,13,18/11/2019
124856,,8,31/12/2019,,2,20,01/01/2020
124857,,11,05/10/2019,,6,14,06/10/2019
124858,,5,02/08/2019,,9,22,02/08/2019
124859,,8,25/12/2019,,9,16,26/12/2019
124860,,18,27/06/2019,,15,22,28/06/2019
124861,,22,24/07/2019,,15,23,25/07/2019
124862,,15,29/01/2019,,21,22,30/01/2019
124863,,20,09/07/2019,,1,21,09/07/2019
124864,,5,20/08/2019,,5,21,21/08/2019
124865,,17,31/01/2019,,1,21,01/02/2019
124866,,4,18/10/2019,,19,11,18/10/2019
124867,,5,20/02/2019,,11,18,21/02/2019
124868,,15,30/08/2019,,9,24,30/08/2019
124869,,8,10/03/2019,,6,20,10/03/2019
124870,,12,11/06/2019,,7,11,11/06/2019
124871,,11,26/02/2019,,14,23,27/02/2019
124872,,17,12/11/2019,,19,24,12/11/2019
124873,,8,05/04/2019,,7,15,05/04/2019
124874,,22,05/07/2019,,17,22,06/07/2019
124875,,22,10/04/2019,,14,21,11/04/2019
124876,,5,10/02/2019,,12,20,11/02/2019
124877,,5,06/10/2019,,5,11,06/10/2019
124878,,17,18/07/2019,,23,21,19/07/2019
124879,,11,23/03/2019,,14,22,23/03/2019
124880,,13,16/04/2019,,22,24,17/04/2019
124881,,5,28/04/2019,,11,19,28/04/2019
124882,,13,03/05/2019,,19,24,04/05/2019
124883,,22,26/09/2019,,18,7,27/09/2019
124884,,17,05/08/2019,,14,12,05/08/2019
124885,,12,07/11/2019,,14,23,08/11/2019
124886,,20,18/10/2019,,7,16,19/10/2019
124887,,4,09/12/2019,,5,22,09/12/2019
124888,,11,01/09/2019,,16,16,01/09/2019
124889,,20,11/09/2019,,12,18,12/09/2019
124890,,14,24/06/2019,,10,20,24/06/2019
124891,,11,11/08/2019,,3,17,11/08/2019
124892,,14,28/07/2019,,9,24,29/07/2019
124893,,17,07/08/2019,,0,22,07/08/2019
124894,,14,22/02/2019,,11,16,23/02/2019
124895,,14,01/03/2019,,11,24,01/03/2019
124896,,22,21/03/2019,,8,23,21/03/2019
124897,,11,14/08/2019,,9,24,14/08/2019
124898,,18,09/12/2019,,23,21,10/12/2019
124899,,5,19/02/2019,,10,24,20/02/2019
124900,,18,25/01/2019,,16,21,26/01/2019
124901,,12,06/12/2019,,20,4,07/12/2019
124902,,14,28/06/2019,,2,9,28/06/2019
124903,,4,09/07/2019,,16,20,09/07/2019
124904,,11,25/09/2019,,13,20,25/09/2019
124905,,4,08/06/2019,,18,10,08/06/2019
124906,,8,01/11/2019,,12,19,02/11/2019
124907,,18,01/08/2019,,18,22,02/08/2019
124908,,15,25/05/2019,,22,23,26/05/2019
124909,,14,05/02/2019,,2,23,05/02/2019
124910,,4,19/07/2019,,14,20,20/07/2019
124911,,8,02/12/2019,,14,22,03/12/2019
124912,,4,31/05/2019,,5,21,01/06/2019
124913,,20,13/12/2019,,16,22,13/12/2019
124914,,20,28/07/2019,,11,7,29/07/2019
124915,,11,09/01/2019,,17,19,09/01/2019
124916,,14,28/10/2019,,6,16,29/10/2019
124917,,11,10/09/2019,,21,6,10/09/2019
124918,,11,17/02/2019,,7,24,18/02/2019
124919,,5,23/01/2019,,13,24,24/01/2019
124920,,17,21/05/2019,,0,11,22/05/2019
124921,,14,09/03/2019,,6,15,09/03/2019
124922,,14,30/05/2019,,16,24,31/05/2019
124923,,4,13/09/2019,,6,23,13/09/2019
124924,,14,07/06/2019,,17,19,07/06/2019
124925,,17,17/04/2019,,11,21,18/04/2019
124926,,18,26/11/2019,,20,8,27/11/2019
124927,,13,30/05/2019,,14,16,31/05/2019
124928,,8,07/04/2019,,19,9,08/04/2019
124929,,18,18/08/2019,,6,24,18/08/2019
124930,,4,27/02/2019,,23,19,28/02/2019
124931,,15,23/08/2019,,14,24,24/08/2019
124932,,13,30/04/2019,,23,5,30/04/2019
124933,,20,16/01/2019,,21,17,16/01/2019
124934,,18,22/10/2019,,20,5,23/10/2019
124935,,4,11/04/2019,,15,22,11/04/2019
124936,,17,31/05/2019,,14,5,31/05/2019
124937,,18,13/04/2019,,1,23,13/04/2019
124938,,18,05/09/2019,,14,19,05/09/2019
124939,,20,09/01/2019,,17,21,10/01/2019
124940,,11,07/04/2019,,8,15,08/04/2019
124941,,5,13/05/2019,,23,9,13/05/2019
124942,,14,27/05/2019,,20,8,28/05/2019
124943,,5,02/08/2019,,1,14,02/08/2019
124944,,18,14/10/2019,,10,21,14/10/2019
124945,,20,27/03/2019,,22,22,28/03/2019
124946,,4,30/06/2019,,23,20,30/06/2019
124947,,14,12/09/2019,,12,20,12/09/2019
124948,,18,25/01/2019,,18,23,26/01/2019
124949,,13,20/10/2019,,13,6,21/10/2019
124950,,12,07/04/2019,,5,23,08/04/2019
124951,,14,11/08/2019,,14,23,11/08/2019
124952,,20,10/06/2019,,0,19,11/06/2019
124953,,8,06/11/2019,,20,15,07/11/2019
124954,,11,25/07/2019,,10,24,25/07/2019
124955,,15,23/03/2019,,16,20,24/03/2019
124956,,13,24/10/2019,,22,9,25/10/2019
124957,,12,02/03/2019,,7,24,03/03/2019
124958,,14,18/07/2019,,18,24,18/07/2019
124959,,14,12/01/2019,,4,21,12/01/2019
124960,,11,30/07/2019,,13,22,30/07/2019
124961,,22,04/02/2019,,16,0,04/02/2019
124962,,15,20/04/2019,,4,24,20/04/2019
124963,,13,24/12/2019,,7,20,25/12/2019
124964,,4,29/06/2019,,22,22,30/06/2019
124965,,4,12/01/2019,,4,21,13/01/2019
124966,,12,18/09/2019,,20,23,19/09/2019
124967,,14,08/04/2019,,20,22,09/04/2019
124968,,11,02/07/2019,,3,10,03/07/2019
124969,,18,08/06/2019,,14,23,09/06/2019
124970,,12,15/04/2019,,13,19,15/04/2019
124971,,5,19/12/2019,,21,8,20/12/2019
124972,,18,01/10/2019,,17,14,01/10/2019
124973,,15,21/11/2019,,18,24,22/11/2019
124974,,8,15/06/2019,,8,13,15/06/2019
124975,,22,10/07/2019,,3,24,11/07/2019
124976,,17,12/03/2019,,12,23,12/03/2019
124977,,22,07/09/2019,,10,17,07/09/2019
124978,,13,27/06/2019,,4,11,27/06/2019
124979,,17,31/03/2019,,3,10,01/04/2019
124980,,4,21/09/2019,,16,15,22/09/2019
124981,,18,16/10/2019,,19,6,16/10/2019
124982,,17,29/08/2019,,0,23,29/08/2019
124983,,11,18/06/2019,,4,23,19/06/2019
124984,,4,12/08/2019,,5,17,13/08/2019
124985,,8,31/03/2019,,8,13,31/03/2019
124986,,17,23/03/2019,,0,24,23/03/2019
124987,,4,11/02/2019,,13,24,12/02/2019
124988,,11,25/01/2019,,16,24,25/01/2019
124989,,20,17/09/2019,,10,1,18/09/2019
124990,,12,14/12/2019,,15,24,14/12/2019
124991,,11,21/06/2019,,23,10,22/06/2019
124992,,11,25/08/2019,,13,14,26/08/2019
124993,,15,02/03/2019,,1,16,02/03/2019
124994,,20,25/08/2019,,11,22,25/08/2019
124995,,5,23/11/2019,,1,17,23/11/2019
124996,,22,09/02/2019,,17,8,09/02/2019
124997,,15,22/02/2019,,2,4,22/02/2019
124998,,8,14/09/2019,,21,22,14/09/2019
124999,,12,28/04/2019,,21,22,29/04/2019
125000,,13,28/07/2019,,0,23,28/07/2019
125001,,12,18/05/2019,,5,24,18/05/2019
125002,,13,03/07/2019,,4,22,03/07/2019
125003,,13,20/04/2019,,3,19,20/04/2019
125004,,11,19/11/2019,,13,23,20/11/2019
125005,,8,14/08/2019,,5,17,14/08/2019
125006,,8,17/01/2019,,4,24,17/01/2019
125007,,5,02/05/2019,,13,6,03/05/2019
125008,,11,27/11/2019,,19,13,27/11/2019
125009,,4,30/12/2019,,19,23,30/12/2019
125010,,15,15/06/2019,,5,12,15/06/2019
125011,,14,18/07/2019,,16,24,18/07/2019
125012,,17,30/07/2019,,8,17,30/07/2019
125013,,20,07/07/2019,,17,21,07/07/2019
125014,,8,03/10/2019,,6,12,04/10/2019
125015,,15,09/02/2019,,10,24,10/02/2019
125016,,22,14/07/2019,,23,21,14/07/2019
125017,,8,29/01/2019,,16,15,29/01/2019
125018,,13,30/10/2019,,23,13,31/10/2019
125019,,8,09/11/2019,,5,10,10/11/2019
125020,,18,01/03/2019,,13,23,02/03/2019
125021,,18,23/04/2019,,9,22,24/04/2019
125022,,20,15/12/2019,,15,21,15/12/2019
125023,,20,06/02/2019,,18,17,07/02/2019
125024,,17,04/07/2019,,7,24,04/07/2019
125025,,12,01/08/2019,,23,24,01/08/2019
125026,,11,30/03/2019,,9,17,31/03/2019
125027,,20,07/08/2019,,13,19,07/08/2019
125028,,22,18/01/2019,,18,18,19/01/2019
125029,,12,08/01/2019,,2,12,09/01/2019
125030,,15,15/09/2019,,17,19,16/09/2019
125031,,8,13/07/2019,,9,22,13/07/2019
125032,,22,21/12/2019,,19,20,21/12/2019
125033,,8,14/05/2019,,6,10,14/05/2019
125034,,11,14/03/2019,,18,11,14/03/2019
125035,,5,15/10/2019,,7,15,16/10/2019
125036,,22,27/09/2019,,17,22,28/09/2019
125037,,18,29/04/2019,,6,23,30/04/2019
125038,,17,30/11/2019,,11,10,01/12/2019
125039,,4,31/03/2019,,14,13,31/03/2019
125040,,18,12/09/2019,,5,19,13/09/2019
125041,,13,04/01/2020,,13,10,04/01/2020
125042,,4,23/07/2019,,19,24,23/07/2019
125043,,12,08/10/2019,,9,16,09/10/2019
125044,,20,27/11/2019,,1,17,27/11/2019
125045,,22,07/02/2019,,8,12,07/02/2019
125046,,22,23/07/2019,,15,10,23/07/2019
125047,,5,30/11/2019,,0,24,01/12/2019
125048,,8,17/11/2019,,16,15,18/11/2019
125049,,4,22/01/2020,,8,24,23/01/2020
125050,,5,14/06/2019,,12,21,15/06/2019
125051,,17,01/07/2019,,14,22,01/07/2019
125052,,12,23/08/2019,,22,23,23/08/2019
125053,,13,10/03/2019,,2,22,11/03/2019
125054,,20,31/08/2019,,4,23,31/08/2019
125055,,22,26/05/2019,,19,20,27/05/2019
125056,,22,28/12/2019,,9,18,28/12/2019
125057,,5,29/01/2019,,17,24,30/01/2019
125058,,4,01/09/2019,,1,23,02/09/2019
125059,,4,27/07/2019,,23,23,28/07/2019
125060,,8,27/08/2019,,4,24,28/08/2019
125061,,15,01/03/2019,,22,22,01/03/2019
125062,,12,12/01/2019,,2,24,12/01/2019
125063,,5,19/10/2019,,16,24,20/10/2019
125064,,14,23/11/2019,,18,21,24/11/2019
125065,,12,01/03/2019,,6,23,01/03/2019
125066,,18,04/09/2019,,23,13,05/09/2019
125067,,22,14/08/2019,,22,23,14/08/2019
125068,,17,11/07/2019,,1,5,11/07/2019
125069,,14,01/12/2019,,11,10,01/12/2019
125070,,15,28/02/2019,,12,20,28/02/2019
125071,,8,20/08/2019,,4,10,20/08/2019
125072,,12,06/01/2019,,9,23,07/01/2019
125073,,14,10/05/2019,,9,22,10/05/2019
125074,,14,08/01/2019,,23,20,08/01/2019
125075,,4,20/07/2019,,5,24,21/07/2019
125076,,22,04/11/2019,,1,13,04/11/2019
125077,,4,17/01/2019,,8,18,18/01/2019
125078,,8,20/06/2019,,4,18,20/06/2019
125079,,18,23/08/2019,,0,17,23/08/2019
125080,,15,28/08/2019,,11,24,28/08/2019
125081,,8,11/06/2019,,17,23,11/06/2019
125082,,17,09/05/2019,,10,22,09/05/2019
125083,,13,16/05/2019,,16,19,17/05/2019
125084,,8,08/07/2019,,6,9,08/07/2019
125085,,12,06/06/2019,,9,11,06/06/2019
125086,,12,27/03/2019,,11,22,28/03/2019
125087,,17,24/10/2019,,0,20,25/10/2019
125088,,11,19/07/2019,,6,22,19/07/2019
125089,,11,13/02/2019,,9,24,13/02/2019
125090,,15,27/10/2019,,23,23,27/10/2019
125091,,22,31/01/2019,,23,14,01/02/2019
125092,,8,03/03/2019,,4,23,04/03/2019
125093,,14,12/07/2019,,16,23,13/07/2019
125094,,13,02/05/2019,,23,14,02/05/2019
125095,,20,19/10/2019,,7,9,20/10/2019
125096,,14,02/09/2019,,17,15,03/09/2019
125097,,14,31/05/2019,,18,23,31/05/2019
125098,,17,12/05/2019,,10,24,12/05/2019
125099,,20,18/12/2019,,12,22,18/12/2019
125100,,4,19/06/2019,,20,12,19/06/2019
125101,,18,08/04/2019,,4,24,09/04/2019
125102,,15,01/10/2019,,21,16,01/10/2019
125103,,13,04/10/2019,,12,23,05/10/2019
125104,,12,26/06/2019,,16,24,27/06/2019
125105,,18,08/05/2019,,0,24,08/05/2019
125106,,4,28/02/2019,,23,19,01/03/2019
125107,,4,12/09/2019,,19,22,12/09/2019
125108,,20,19/05/2019,,22,20,20/05/2019
125109,,20,20/04/2019,,3,24,21/04/2019
125110,,4,01/06/2019,,14,22,02/06/2019
125111,,17,05/05/2019,,15,16,06/05/2019
125112,,18,03/03/2019,,23,11,04/03/2019
125113,,15,26/04/2019,,14,19,27/04/2019
125114,,20,22/02/2019,,5,11,22/02/2019
125115,,18,04/11/2019,,12,1,05/11/2019
125116,,20,30/01/2019,,0,22,30/01/2019
125117,,15,25/04/2019,,16,21,26/04/2019
125118,,22,22/04/2019,,4,22,23/04/2019
125119,,12,08/09/2019,,6,17,08/09/2019
125120,,12,05/08/2019,,21,24,06/08/2019
125121,,18,28/05/2019,,2,22,28/05/2019
125122,,17,27/06/2019,,1,16,28/06/2019
125123,,13,11/05/2019,,12,6,12/05/2019
125124,,12,14/12/2019,,21,23,15/12/2019
125125,,8,31/12/2019,,18,16,31/12/2019
125126,,13,01/05/2019,,4,18,02/05/2019
125127,,22,15/05/2019,,11,16,16/05/2019
125128,,11,28/10/2019,,7,22,28/10/2019
125129,,5,05/01/2020,,19,24,06/01/2020
125130,,17,04/10/2019,,6,16,04/10/2019
125131,,15,16/12/2019,,2,23,17/12/2019
125132,,13,19/09/2019,,9,21,20/09/2019
125133,,15,07/08/2019,,1,19,07/08/2019
125134,,13,15/03/2019,,23,11,15/03/2019
125135,,22,13/11/2019,,6,5,14/11/2019
125136,,5,17/03/2019,,12,6,18/03/2019
125137,,18,08/11/2019,,17,21,09/11/2019
125138,,8,16/07/2019,,12,20,17/07/2019
125139,,15,01/06/2019,,18,8,02/06/2019
125140,,14,13/10/2019,,18,24,14/10/2019
125141,,4,25/11/2019,,3,23,26/11/2019
125142,,8,13/04/2019,,20,9,13/04/2019
125143,,5,05/01/2019,,22,12,06/01/2019
125144,,8,05/07/2019,,3,5,05/07/2019
125145,,15,27/08/2019,,13,18,28/08/2019
125146,,14,12/08/2019,,23,24,13/08/2019
125147,,5,20/12/2019,,7,24,20/12/2019
125148,,18,16/09/2019,,7,24,17/09/2019
125149,,5,19/09/2019,,1,8,19/09/2019
125150,,13,23/01/2019,,23,7,24/01/2019
125151,,12,14/10/2019,,22,21,15/10/2019
125152,,14,18/12/2019,,0,23,18/12/2019
125153,,5,12/11/2019,,11,13,12/11/2019
125154,,8,24/07/2019,,8,22,25/07/2019
125155,,14,21/03/2019,,2,21,21/03/2019
125156,,8,11/10/2019,,2,20,12/10/2019
125157,,22,13/03/2019,,0,17,14/03/2019
125158,,14,24/11/2019,,11,21,25/11/2019
125159,,4,16/07/2019,,9,8,17/07/2019
125160,,5,10/02/2019,,3,13,10/02/2019
125161,,14,24/05/2019,,2,23,24/05/2019
125162,,11,19/09/2019,,12,14,20/09/2019
125163,,18,02/04/2019,,1,22,02/04/2019
125164,,4,14/05/2019,,14,1,14/05/2019
125165,,13,16/05/2019,,1,17,17/05/2019
125166,,20,11/01/2019,,11,18,12/01/2019
125167,,22,05/08/2019,,18,3,06/08/2019
125168,,13,26/03/2019,,4,19,26/03/2019
125169,,5,24/03/2019,,21,24,24/03/2019
125170,,20,12/12/2019,,8,8,13/12/2019
125171,,11,09/03/2019,,2,24,09/03/2019
125172,,4,10/09/2019,,19,22,11/09/2019
125173,,22,02/01/2020,,0,20,02/01/2020
125174,,5,15/11/2019,,14,17,15/11/2019
125175,,13,27/07/2019,,13,21,27/07/2019
125176,,11,06/08/2019,,11,22,07/08/2019
125177,,18,07/07/2019,,20,17,07/07/2019
125178,,11,10/12/2019,,14,22,10/12/2019
125179,,18,22/08/2019,,12,3,23/08/2019
125180,,12,31/05/2019,,2,4,31/05/2019
125181,,13,08/04/2019,,22,7,09/04/2019
125182,,14,25/06/2019,,4,23,26/06/2019
125183,,4,26/05/2019,,9,23,27/05/2019
125184,,5,16/11/2019,,23,24,17/11/2019
125185,,8,05/07/2019,,16,21,06/07/2019
125186,,13,23/02/2019,,0,15,24/02/2019
125187,,22,13/03/2019,,18,13,14/03/2019
125188,,13,27/05/2019,,15,23,28/05/2019
125189,,12,11/11/2019,,7,18,12/11/2019
125190,,14,30/12/2019,,15,18,31/12/2019
125191,,8,03/07/2019,,2,16,03/07/2019
125192,,22,13/04/2019,,19,21,14/04/2019
125193,,8,23/06/2019,,7,19,24/06/2019
125194,,4,23/10/2019,,15,19,24/10/2019
125195,,5,19/12/2019,,12,19,20/12/2019
125196,,4,07/04/2019,,8,23,07/04/2019
125197,,11,22/07/2019,,23,16,22/07/2019
125198,,15,21/02/2019,,1,24,21/02/2019
125199,,20,25/03/2019,,18,22,25/03/2019
125200,,22,21/10/2019,,2,23,21/10/2019
125201,,13,30/05/2019,,8,12,31/05/2019
125202,,22,02/08/2019,,3,21,02/08/2019
125203,,18,06/06/2019,,0,5,06/06/2019
125204,,15,24/07/2019,,14,15,24/07/2019
125205,,5,01/08/2019,,14,20,02/08/2019
125206,,22,01/12/2019,,6,6,02/12/2019
125207,,22,01/07/2019,,12,21,01/07/2019
125208,,13,15/10/2019,,20,19,15/10/2019
125209,,14,06/02/2019,,13,14,06/02/2019
125210,,18,14/05/2019,,9,23,15/05/2019
125211,,4,26/03/2019,,7,20,26/03/2019
125212,,13,25/03/2019,,3,12,25/03/2019
125213,,13,22/03/2019,,5,10,23/03/2019
125214,,11,24/03/2019,,12,21,25/03/2019
125215,,18,28/02/2019,,8,12,01/03/2019
125216,,5,08/11/2019,,4,23,09/11/2019
125217,,8,27/09/2019,,3,20,27/09/2019
125218,,15,27/09/2019,,22,8,27/09/2019
125219,,18,07/02/2019,,15,7,08/02/2019
125220,,12,25/06/2019,,22,24,25/06/2019
125221,,13,30/08/2019,,11,20,30/08/2019
125222,,20,28/12/2019,,10,11,28/12/2019
125223,,17,06/05/2019,,5,9,06/05/2019
125224,,5,10/08/2019,,15,24,11/08/2019
125225,,20,03/02/2019,,12,24,03/02/2019
125226,,18,14/12/2019,,19,23,14/12/2019
125227,,8,18/11/2019,,5,13,19/11/2019
125228,,22,01/08/2019,,13,7,01/08/2019
125229,,12,16/11/2019,,10,23,16/11/2019
125230,,14,27/01/2019,,16,3,27/01/2019
125231,,13,16/11/2019,,3,22,16/11/2019
125232,,4,14/03/2019,,12,23,15/03/2019
125233,,13,03/11/2019,,13,24,03/11/2019
125234,,5,05/02/2019,,18,22,06/02/2019
125235,,5,17/02/2019,,1,14,18/02/2019
125236,,13,14/09/2019,,17,21,14/09/2019
125237,,12,02/04/2019,,20,15,02/04/2019
125238,,11,23/12/2019,,9,12,23/12/2019
125239,,4,14/04/2019,,0,23,14/04/2019
125240,,8,22/03/2019,,19,24,23/03/2019
125241,,13,05/02/2019,,7,21,05/02/2019
125242,,11,20/07/2019,,21,24,20/07/2019
125243,,12,30/12/2019,,6,19,30/12/2019
125244,,12,04/05/2019,,19,20,05/05/2019
125245,,11,19/08/2019,,4,14,20/08/2019
125246,,8,27/04/2019,,4,24,28/04/2019
125247,,5,08/04/2019,,12,18,09/04/2019
125248,,11,02/09/2019,,20,21,02/09/2019
125249,,8,21/03/2019,,2,24,22/03/2019
125250,,12,25/07/2019,,5,16,26/07/2019
125251,,15,28/11/2019,,23,3,29/11/2019
125252,,5,09/09/2019,,11,21,10/09/2019
125253,,5,04/05/2019,,11,19,04/05/2019
125254,,13,28/08/2019,,15,12,29/08/2019
125255,,15,21/08/2019,,21,22,21/08/2019
125256,,20,26/03/2019,,15,20,27/03/2019
125257,,18,15/02/2019,,15,24,15/02/2019
125258,,13,26/10/2019,,21,4,27/10/2019
125259,,14,23/08/2019,,20,3,23/08/2019
125260,,17,02/12/2019,,22,18,03/12/2019
125261,,15,26/06/2019,,10,15,26/06/2019
125262,,20,26/03/2019,,16,24,27/03/2019
125263,,14,17/10/2019,,2,24,18/10/2019
125264,,13,22/01/2019,,17,13,23/01/2019
125265,,17,06/02/2019,,5,24,06/02/2019
125266,,13,21/05/2019,,15,23,22/05/2019
125267,,12,25/02/2019,,22,23,26/02/2019
125268,,17,20/06/2019,,16,11,21/06/2019
125269,,12,20/11/2019,,14,24,20/11/2019
125270,,17,05/07/2019,,2,12,06/07/2019
