IDHORARIO,DURACION,IDSERVICIO,FECHAINICIO,DIA,HORAINICIO,HORAFIN,FECHAFIN
50451,,12,25/10/2020,,17,23,26/10/2020
50452,,5,04/09/2020,,12,11,04/09/2020
50453,,15,20/09/2020,,8,24,20/09/2020
50454,,8,07/08/2020,,21,10,08/08/2020
50455,,13,10/01/2020,,17,10,11/01/2020
50456,,22,08/02/2020,,4,19,08/02/2020
50457,,12,23/12/2020,,1,18,24/12/2020
50458,,15,13/10/2020,,22,24,13/10/2020
50459,,8,21/03/2020,,21,13,22/03/2020
50460,,5,23/05/2020,,7,0,24/05/2020
50461,,12,29/09/2020,,9,19,30/09/2020
50462,,13,28/07/2020,,15,23,28/07/2020
50463,,4,15/12/2020,,0,20,15/12/2020
50464,,20,19/10/2020,,23,24,20/10/2020
50465,,4,16/03/2020,,22,21,16/03/2020
50466,,15,17/07/2020,,19,22,17/07/2020
50467,,22,20/11/2020,,12,22,20/11/2020
50468,,4,25/09/2020,,10,19,26/09/2020
50469,,17,27/01/2020,,4,4,28/01/2020
50470,,17,12/06/2020,,15,24,12/06/2020
50471,,14,30/01/2020,,4,18,31/01/2020
50472,,12,23/12/2020,,13,22,23/12/2020
50473,,18,22/02/2020,,9,18,22/02/2020
50474,,14,10/09/2020,,3,23,11/09/2020
50475,,18,29/10/2020,,6,11,30/10/2020
50476,,4,31/08/2020,,7,19,01/09/2020
50477,,17,20/12/2020,,13,16,21/12/2020
50478,,8,27/08/2020,,13,21,27/08/2020
50479,,15,31/01/2020,,10,19,31/01/2020
50480,,8,09/11/2020,,2,22,09/11/2020
50481,,15,20/04/2020,,0,23,21/04/2020
50482,,4,28/08/2020,,3,13,29/08/2020
50483,,4,17/08/2020,,16,13,17/08/2020
50484,,17,02/03/2020,,5,23,03/03/2020
50485,,14,06/07/2020,,21,21,07/07/2020
50486,,15,27/09/2020,,17,24,27/09/2020
50487,,4,03/04/2020,,20,23,04/04/2020
50488,,13,27/02/2020,,12,19,27/02/2020
50489,,18,16/12/2020,,22,21,17/12/2020
50490,,5,27/11/2020,,8,14,27/11/2020
50491,,17,02/08/2020,,17,15,03/08/2020
50492,,11,11/04/2020,,4,8,12/04/2020
50493,,11,12/03/2020,,0,22,13/03/2020
50494,,18,04/03/2020,,8,22,05/03/2020
50495,,12,18/05/2020,,5,22,18/05/2020
50496,,20,05/04/2020,,5,19,05/04/2020
50497,,15,15/10/2020,,11,16,15/10/2020
50498,,14,08/02/2020,,7,24,09/02/2020
50499,,15,26/06/2020,,23,22,26/06/2020
50500,,17,17/12/2020,,9,22,18/12/2020
50501,,13,12/08/2020,,6,15,13/08/2020
50502,,8,25/11/2020,,4,12,25/11/2020
50503,,20,24/04/2020,,7,21,25/04/2020
50504,,14,18/10/2020,,18,21,18/10/2020
50505,,8,07/09/2020,,13,20,07/09/2020
50506,,20,27/03/2020,,19,15,27/03/2020
50507,,22,09/08/2020,,2,18,09/08/2020
50508,,22,29/01/2020,,12,20,30/01/2020
50509,,22,21/08/2020,,20,8,22/08/2020
50510,,15,22/09/2020,,0,18,23/09/2020
50511,,18,14/04/2020,,13,20,14/04/2020
50512,,15,05/03/2020,,6,18,06/03/2020
50513,,12,02/05/2020,,16,24,02/05/2020
50514,,12,22/10/2020,,13,22,22/10/2020
50515,,15,01/09/2020,,7,21,02/09/2020
50516,,4,05/02/2020,,9,13,05/02/2020
50517,,8,05/01/2020,,8,15,06/01/2020
50518,,12,19/08/2020,,0,6,19/08/2020
50519,,12,14/06/2020,,14,20,14/06/2020
50520,,12,10/02/2020,,9,21,10/02/2020
50521,,15,03/08/2020,,11,19,04/08/2020
50522,,17,15/04/2020,,20,4,15/04/2020
50523,,15,14/06/2020,,15,24,15/06/2020
50524,,18,15/12/2020,,3,21,15/12/2020
50525,,5,02/10/2020,,14,12,02/10/2020
50526,,8,30/12/2020,,8,23,30/12/2020
50527,,20,14/05/2020,,12,21,14/05/2020
50528,,22,30/01/2020,,2,22,31/01/2020
50529,,12,24/02/2020,,10,7,24/02/2020
50530,,4,14/10/2020,,14,20,15/10/2020
50531,,17,29/06/2020,,23,21,29/06/2020
50532,,20,06/12/2020,,4,20,06/12/2020
50533,,15,12/08/2020,,10,21,12/08/2020
50534,,13,26/01/2020,,7,14,26/01/2020
50535,,5,20/01/2020,,1,24,21/01/2020
50536,,14,31/12/2020,,18,24,31/12/2020
50537,,15,02/09/2020,,2,20,03/09/2020
50538,,12,11/09/2020,,19,5,11/09/2020
50539,,8,20/08/2020,,20,11,20/08/2020
50540,,22,05/01/2020,,16,16,06/01/2020
50541,,15,09/03/2020,,14,19,10/03/2020
50542,,4,14/03/2020,,4,24,15/03/2020
50543,,4,04/12/2020,,21,22,05/12/2020
50544,,18,17/08/2020,,5,15,18/08/2020
50545,,17,25/03/2020,,21,23,25/03/2020
50546,,14,19/01/2020,,2,20,19/01/2020
50547,,20,03/09/2020,,11,7,03/09/2020
50548,,17,23/05/2020,,8,24,24/05/2020
50549,,17,30/11/2020,,16,4,30/11/2020
50550,,22,22/07/2020,,11,24,22/07/2020
50551,,13,28/11/2020,,14,8,28/11/2020
50552,,17,28/07/2020,,12,19,29/07/2020
50553,,12,28/03/2020,,17,5,28/03/2020
50554,,20,03/10/2020,,13,11,04/10/2020
50555,,8,15/02/2020,,14,21,15/02/2020
50556,,5,29/02/2020,,12,15,01/03/2020
50557,,20,24/02/2020,,0,14,24/02/2020
50558,,15,06/11/2020,,5,21,07/11/2020
50559,,4,24/07/2020,,13,8,24/07/2020
50560,,12,25/07/2020,,23,13,25/07/2020
50561,,14,03/07/2020,,5,5,03/07/2020
50562,,4,30/09/2020,,2,17,01/10/2020
50563,,22,18/03/2020,,11,14,18/03/2020
50564,,22,05/04/2020,,1,17,06/04/2020
50565,,4,02/02/2020,,4,24,02/02/2020
50566,,13,29/10/2020,,23,9,29/10/2020
50567,,13,10/07/2020,,19,20,11/07/2020
50568,,20,09/07/2020,,10,17,10/07/2020
50569,,12,06/09/2020,,4,12,06/09/2020
50570,,14,03/04/2020,,23,18,04/04/2020
50571,,20,11/07/2020,,14,16,11/07/2020
50572,,13,22/01/2020,,23,21,22/01/2020
50573,,14,14/05/2020,,6,13,14/05/2020
50574,,22,22/10/2020,,21,23,23/10/2020
50575,,12,15/03/2020,,16,8,16/03/2020
50576,,15,22/07/2020,,17,22,23/07/2020
50577,,22,15/05/2020,,17,19,16/05/2020
50578,,15,13/09/2020,,2,14,13/09/2020
50579,,14,16/02/2020,,12,12,16/02/2020
50580,,4,26/10/2020,,3,19,27/10/2020
50581,,20,08/01/2020,,23,23,08/01/2020
50582,,22,05/05/2020,,22,20,06/05/2020
50583,,20,28/01/2020,,0,24,29/01/2020
50584,,13,08/03/2020,,5,13,08/03/2020
50585,,5,17/06/2020,,23,24,18/06/2020
50586,,18,29/03/2020,,18,23,30/03/2020
50587,,4,02/10/2020,,10,15,03/10/2020
50588,,5,27/03/2020,,5,23,27/03/2020
50589,,4,23/09/2020,,0,23,23/09/2020
50590,,8,30/08/2020,,11,22,31/08/2020
50591,,4,05/08/2020,,19,18,06/08/2020
50592,,18,09/10/2020,,17,23,09/10/2020
50593,,15,10/07/2020,,5,23,11/07/2020
50594,,8,28/11/2020,,13,20,28/11/2020
50595,,4,03/10/2020,,10,12,04/10/2020
50596,,17,15/03/2020,,14,18,16/03/2020
50597,,11,03/11/2020,,17,24,04/11/2020
50598,,4,30/07/2020,,6,16,31/07/2020
50599,,15,12/07/2020,,4,24,12/07/2020
50600,,11,14/11/2020,,17,15,15/11/2020
50601,,22,01/04/2020,,13,24,02/04/2020
50602,,14,09/09/2020,,5,10,10/09/2020
50603,,4,09/02/2020,,8,24,10/02/2020
50604,,18,09/05/2020,,20,11,09/05/2020
50605,,13,06/04/2020,,11,22,07/04/2020
50606,,18,24/05/2020,,2,23,25/05/2020
50607,,8,05/07/2020,,13,24,06/07/2020
50608,,4,09/11/2020,,13,14,09/11/2020
50609,,5,20/01/2020,,3,19,21/01/2020
50610,,15,13/11/2020,,6,16,13/11/2020
50611,,4,20/06/2020,,20,12,21/06/2020
50612,,12,14/06/2020,,18,14,15/06/2020
50613,,4,22/11/2020,,8,13,22/11/2020
50614,,4,07/11/2020,,21,20,07/11/2020
50615,,11,12/04/2020,,2,24,13/04/2020
50616,,13,06/04/2020,,15,21,07/04/2020
50617,,20,06/02/2020,,13,12,06/02/2020
50618,,5,10/07/2020,,19,10,11/07/2020
50619,,13,02/12/2020,,23,24,02/12/2020
50620,,22,26/09/2020,,4,24,27/09/2020
50621,,13,13/01/2020,,8,18,14/01/2020
50622,,15,20/11/2020,,9,12,20/11/2020
50623,,17,15/07/2020,,15,8,16/07/2020
50624,,20,13/07/2020,,15,12,13/07/2020
50625,,12,17/08/2020,,23,21,18/08/2020
50626,,14,02/12/2020,,9,16,02/12/2020
50627,,14,06/08/2020,,14,2,06/08/2020
50628,,4,05/05/2020,,0,18,05/05/2020
50629,,17,23/04/2020,,11,23,23/04/2020
50630,,13,27/02/2020,,10,22,28/02/2020
50631,,8,08/10/2020,,8,15,09/10/2020
50632,,8,17/11/2020,,16,18,17/11/2020
50633,,22,15/07/2020,,13,15,16/07/2020
50634,,12,21/10/2020,,23,17,22/10/2020
50635,,20,27/10/2020,,2,2,28/10/2020
50636,,12,11/09/2020,,14,7,12/09/2020
50637,,12,12/12/2020,,0,24,12/12/2020
50638,,15,11/06/2020,,2,23,12/06/2020
50639,,22,17/08/2020,,6,21,18/08/2020
50640,,11,27/09/2020,,17,7,27/09/2020
50641,,13,16/05/2020,,11,24,17/05/2020
50642,,12,31/08/2020,,18,17,31/08/2020
50643,,8,05/10/2020,,9,11,05/10/2020
50644,,14,07/12/2020,,1,18,07/12/2020
50645,,11,02/07/2020,,21,2,03/07/2020
50646,,17,12/12/2020,,19,6,13/12/2020
50647,,5,12/06/2020,,16,20,13/06/2020
50648,,22,09/06/2020,,11,14,09/06/2020
50649,,11,16/02/2020,,14,22,17/02/2020
50650,,22,27/06/2020,,14,24,28/06/2020
50651,,13,11/02/2020,,21,23,11/02/2020
50652,,8,14/06/2020,,22,24,15/06/2020
50653,,13,16/10/2020,,15,18,17/10/2020
50654,,11,27/02/2020,,10,20,28/02/2020
50655,,14,13/04/2020,,5,21,13/04/2020
50656,,18,09/04/2020,,9,22,10/04/2020
50657,,8,13/01/2020,,3,18,13/01/2020
50658,,8,09/02/2020,,7,24,10/02/2020
50659,,4,18/10/2020,,8,23,18/10/2020
50660,,20,26/10/2020,,9,13,26/10/2020
50661,,18,11/12/2020,,1,24,11/12/2020
50662,,18,02/07/2020,,20,13,03/07/2020
50663,,11,04/12/2020,,6,23,05/12/2020
50664,,15,05/04/2020,,16,9,05/04/2020
50665,,15,22/05/2020,,11,19,22/05/2020
50666,,17,23/01/2020,,11,6,24/01/2020
50667,,22,22/09/2020,,14,22,22/09/2020
50668,,4,15/04/2020,,4,19,15/04/2020
50669,,12,05/09/2020,,4,21,06/09/2020
50670,,17,23/08/2020,,16,17,23/08/2020
50671,,8,10/06/2020,,16,17,10/06/2020
50672,,20,21/02/2020,,16,22,22/02/2020
50673,,4,07/03/2020,,22,22,08/03/2020
50674,,14,26/06/2020,,18,18,27/06/2020
50675,,14,14/03/2020,,17,14,15/03/2020
50676,,13,12/08/2020,,4,21,12/08/2020
50677,,15,20/01/2020,,2,10,20/01/2020
50678,,15,04/10/2020,,7,14,04/10/2020
50679,,8,28/02/2020,,12,20,28/02/2020
50680,,5,07/05/2020,,15,20,07/05/2020
50681,,15,22/04/2020,,14,23,22/04/2020
50682,,5,04/07/2020,,8,0,04/07/2020
50683,,12,28/06/2020,,4,4,28/06/2020
50684,,15,19/04/2020,,21,24,20/04/2020
50685,,22,08/12/2020,,1,21,09/12/2020
50686,,15,22/03/2020,,13,22,22/03/2020
50687,,8,20/06/2020,,22,1,21/06/2020
50688,,17,26/06/2020,,12,12,26/06/2020
50689,,22,25/02/2020,,17,23,25/02/2020
50690,,14,27/05/2020,,9,18,27/05/2020
50691,,11,08/05/2020,,11,23,08/05/2020
50692,,22,21/09/2020,,12,14,22/09/2020
50693,,4,15/01/2020,,5,19,15/01/2020
50694,,11,07/03/2020,,11,21,07/03/2020
50695,,8,08/05/2020,,11,21,08/05/2020
50696,,4,11/06/2020,,13,20,11/06/2020
50697,,22,22/11/2020,,16,19,23/11/2020
50698,,13,21/07/2020,,3,7,21/07/2020
50699,,18,30/07/2020,,6,17,31/07/2020
50700,,4,07/02/2020,,6,15,08/02/2020
50701,,20,19/02/2020,,8,21,20/02/2020
50702,,12,20/05/2020,,12,13,21/05/2020
50703,,11,16/10/2020,,12,8,17/10/2020
50704,,20,17/11/2020,,2,23,18/11/2020
50705,,12,25/11/2020,,19,22,25/11/2020
50706,,20,05/01/2020,,4,18,05/01/2020
50707,,18,14/07/2020,,15,22,15/07/2020
50708,,4,23/01/2020,,23,18,24/01/2020
50709,,18,15/04/2020,,10,23,16/04/2020
50710,,14,12/03/2020,,18,23,13/03/2020
50711,,5,16/10/2020,,19,13,17/10/2020
50712,,12,16/03/2020,,2,21,16/03/2020
50713,,22,30/10/2020,,23,15,31/10/2020
50714,,8,29/09/2020,,23,23,30/09/2020
50715,,11,18/07/2020,,12,18,19/07/2020
50716,,17,16/04/2020,,18,24,16/04/2020
50717,,15,16/11/2020,,19,21,17/11/2020
50718,,17,10/03/2020,,2,21,11/03/2020
50719,,17,09/03/2020,,21,6,10/03/2020
50720,,11,13/06/2020,,2,13,13/06/2020
50721,,13,29/07/2020,,2,23,29/07/2020
50722,,11,11/09/2020,,1,11,11/09/2020
50723,,5,14/02/2020,,12,23,15/02/2020
50724,,20,11/12/2020,,13,23,11/12/2020
50725,,8,28/10/2020,,17,23,29/10/2020
50726,,12,23/08/2020,,0,16,24/08/2020
50727,,5,23/10/2020,,15,22,24/10/2020
50728,,22,24/01/2020,,9,22,25/01/2020
50729,,11,23/06/2020,,11,21,24/06/2020
50730,,4,16/10/2020,,14,21,16/10/2020
50731,,11,11/06/2020,,20,2,11/06/2020
50732,,13,28/08/2020,,16,15,29/08/2020
50733,,11,21/03/2020,,15,17,22/03/2020
50734,,12,07/08/2020,,18,16,08/08/2020
50735,,5,21/02/2020,,5,19,22/02/2020
50736,,5,01/02/2020,,1,22,01/02/2020
50737,,14,18/01/2020,,15,18,19/01/2020
50738,,12,01/09/2020,,16,14,02/09/2020
50739,,4,14/08/2020,,8,24,15/08/2020
50740,,13,18/08/2020,,19,20,19/08/2020
50741,,17,07/11/2020,,11,23,08/11/2020
50742,,22,21/03/2020,,10,8,22/03/2020
50743,,17,12/02/2020,,20,24,13/02/2020
50744,,5,23/02/2020,,6,23,24/02/2020
50745,,8,31/10/2020,,15,13,31/10/2020
50746,,18,22/09/2020,,2,9,23/09/2020
50747,,20,01/05/2020,,4,21,02/05/2020
50748,,4,02/03/2020,,21,19,03/03/2020
50749,,15,29/09/2020,,10,19,29/09/2020
50750,,20,15/02/2020,,0,23,16/02/2020
50751,,15,20/03/2020,,3,23,20/03/2020
50752,,18,21/01/2020,,17,21,21/01/2020
50753,,15,22/08/2020,,1,22,23/08/2020
50754,,22,14/07/2020,,20,19,15/07/2020
50755,,17,17/03/2020,,15,9,18/03/2020
50756,,14,23/11/2020,,1,21,24/11/2020
50757,,8,24/05/2020,,4,5,25/05/2020
50758,,17,20/03/2020,,8,16,20/03/2020
50759,,8,15/09/2020,,21,7,16/09/2020
50760,,20,31/05/2020,,23,20,01/06/2020
50761,,5,21/06/2020,,23,18,22/06/2020
50762,,4,23/01/2020,,1,7,23/01/2020
50763,,5,30/12/2020,,3,11,31/12/2020
50764,,15,23/03/2020,,13,7,23/03/2020
50765,,13,18/04/2020,,7,24,18/04/2020
50766,,15,02/12/2020,,8,15,02/12/2020
50767,,13,15/03/2020,,4,18,16/03/2020
50768,,13,02/12/2020,,16,18,03/12/2020
50769,,17,02/09/2020,,4,14,02/09/2020
50770,,12,15/05/2020,,5,24,16/05/2020
50771,,5,14/08/2020,,14,14,14/08/2020
50772,,11,02/05/2020,,18,20,03/05/2020
50773,,18,03/04/2020,,21,11,03/04/2020
50774,,13,18/04/2020,,14,23,19/04/2020
50775,,22,17/09/2020,,16,18,18/09/2020
50776,,18,04/06/2020,,21,24,05/06/2020
50777,,22,21/06/2020,,10,15,21/06/2020
50778,,15,19/06/2020,,20,8,19/06/2020
50779,,13,22/05/2020,,11,16,23/05/2020
50780,,11,07/04/2020,,13,20,08/04/2020
50781,,8,17/04/2020,,18,19,17/04/2020
50782,,12,03/06/2020,,5,8,03/06/2020
50783,,4,21/06/2020,,13,19,21/06/2020
50784,,17,16/08/2020,,19,19,17/08/2020
50785,,11,20/12/2020,,16,23,20/12/2020
50786,,14,24/04/2020,,13,4,24/04/2020
50787,,4,14/06/2020,,16,7,15/06/2020
50788,,12,17/03/2020,,1,19,18/03/2020
50789,,14,06/01/2020,,1,22,07/01/2020
50790,,18,26/08/2020,,18,17,27/08/2020
50791,,8,23/09/2020,,11,21,23/09/2020
50792,,20,11/04/2020,,23,19,11/04/2020
50793,,4,03/03/2020,,9,11,03/03/2020
50794,,11,19/02/2020,,21,15,20/02/2020
50795,,20,16/05/2020,,23,24,17/05/2020
50796,,15,06/10/2020,,14,8,07/10/2020
50797,,13,30/08/2020,,19,5,31/08/2020
50798,,8,11/01/2020,,1,3,12/01/2020
50799,,5,20/10/2020,,20,17,21/10/2020
50800,,5,17/07/2020,,17,15,17/07/2020
50801,,15,15/11/2020,,9,8,15/11/2020
50802,,20,12/11/2020,,10,23,13/11/2020
50803,,22,09/08/2020,,1,23,09/08/2020
50804,,8,11/12/2020,,8,23,12/12/2020
50805,,14,13/03/2020,,19,24,13/03/2020
50806,,14,26/10/2020,,3,23,27/10/2020
50807,,22,22/09/2020,,20,24,22/09/2020
50808,,22,08/02/2020,,7,24,08/02/2020
50809,,4,22/12/2020,,19,15,23/12/2020
50810,,13,28/06/2020,,18,21,28/06/2020
50811,,12,07/11/2020,,20,21,08/11/2020
50812,,18,12/09/2020,,20,21,12/09/2020
50813,,18,11/12/2020,,1,24,12/12/2020
50814,,15,05/10/2020,,20,21,05/10/2020
50815,,8,12/06/2020,,15,17,13/06/2020
50816,,13,27/07/2020,,8,17,27/07/2020
50817,,5,14/08/2020,,14,23,14/08/2020
50818,,12,01/05/2020,,1,24,02/05/2020
50819,,11,16/01/2020,,0,24,17/01/2020
50820,,20,06/10/2020,,8,24,07/10/2020
50821,,14,24/01/2020,,11,23,25/01/2020
50822,,4,02/12/2020,,14,11,02/12/2020
50823,,12,30/01/2020,,22,17,30/01/2020
50824,,11,04/11/2020,,21,15,05/11/2020
50825,,17,21/10/2020,,6,17,22/10/2020
50826,,11,30/04/2020,,15,12,30/04/2020
50827,,8,12/05/2020,,0,16,12/05/2020
50828,,12,15/11/2020,,15,13,15/11/2020
50829,,14,18/05/2020,,22,23,19/05/2020
50830,,20,28/08/2020,,17,21,29/08/2020
50831,,11,21/04/2020,,18,7,22/04/2020
50832,,15,01/05/2020,,9,13,02/05/2020
50833,,15,02/03/2020,,2,22,03/03/2020
50834,,22,08/08/2020,,14,14,09/08/2020
50835,,8,07/11/2020,,5,20,08/11/2020
50836,,14,11/02/2020,,5,20,11/02/2020
50837,,18,24/01/2020,,2,16,25/01/2020
50838,,11,13/07/2020,,19,24,13/07/2020
50839,,13,11/06/2020,,19,19,12/06/2020
50840,,8,19/12/2020,,1,11,19/12/2020
50841,,12,19/07/2020,,17,24,20/07/2020
50842,,18,13/12/2020,,21,15,13/12/2020
50843,,13,02/05/2020,,3,20,02/05/2020
50844,,18,02/11/2020,,6,19,02/11/2020
50845,,4,06/03/2020,,4,14,06/03/2020
50846,,5,09/06/2020,,8,24,10/06/2020
50847,,8,28/07/2020,,23,14,28/07/2020
50848,,8,08/03/2020,,15,11,08/03/2020
50849,,18,01/01/2021,,17,10,02/01/2021
50850,,5,15/07/2020,,10,20,15/07/2020
50851,,13,08/05/2020,,16,23,08/05/2020
50852,,4,05/09/2020,,17,23,06/09/2020
50853,,13,06/03/2020,,14,11,07/03/2020
50854,,4,02/12/2020,,7,23,03/12/2020
50855,,18,21/01/2020,,14,20,21/01/2020
50856,,22,09/05/2020,,3,22,10/05/2020
50857,,8,31/07/2020,,9,19,01/08/2020
50858,,18,16/05/2020,,11,5,16/05/2020
50859,,18,03/01/2020,,17,22,03/01/2020
50860,,12,22/10/2020,,22,10,22/10/2020
50861,,13,04/07/2020,,4,10,04/07/2020
50862,,13,23/02/2020,,15,19,23/02/2020
50863,,17,13/12/2020,,10,21,13/12/2020
50864,,14,18/11/2020,,16,19,19/11/2020
50865,,18,11/01/2020,,5,14,11/01/2020
50866,,13,08/10/2020,,6,9,09/10/2020
50867,,12,13/12/2020,,14,16,13/12/2020
50868,,14,22/08/2020,,21,22,22/08/2020
50869,,13,03/04/2020,,20,20,04/04/2020
50870,,20,03/09/2020,,2,23,04/09/2020
50871,,22,08/08/2020,,14,20,08/08/2020
50872,,22,18/09/2020,,15,21,18/09/2020
50873,,13,13/10/2020,,1,13,14/10/2020
50874,,22,13/01/2020,,3,19,13/01/2020
50875,,20,02/08/2020,,7,10,02/08/2020
50876,,14,06/03/2020,,7,12,06/03/2020
50877,,5,11/09/2020,,13,23,11/09/2020
50878,,4,19/08/2020,,5,17,19/08/2020
50879,,5,24/01/2020,,12,21,24/01/2020
50880,,14,28/05/2020,,5,16,29/05/2020
50881,,20,12/08/2020,,8,21,12/08/2020
50882,,8,26/04/2020,,9,15,26/04/2020
50883,,17,10/06/2020,,16,17,11/06/2020
50884,,4,04/08/2020,,13,6,05/08/2020
50885,,20,18/11/2020,,5,13,18/11/2020
50886,,15,01/07/2020,,18,17,01/07/2020
50887,,14,24/02/2020,,10,24,25/02/2020
50888,,15,27/01/2020,,7,23,27/01/2020
50889,,4,22/07/2020,,18,24,23/07/2020
50890,,15,28/08/2020,,7,24,29/08/2020
50891,,11,23/01/2020,,20,23,23/01/2020
50892,,22,25/03/2020,,17,24,25/03/2020
50893,,12,27/07/2020,,22,24,27/07/2020
50894,,17,27/01/2020,,19,15,27/01/2020
50895,,20,03/04/2020,,14,7,04/04/2020
50896,,13,30/05/2020,,2,18,30/05/2020
50897,,5,27/10/2020,,5,21,28/10/2020
50898,,13,19/01/2020,,7,24,19/01/2020
50899,,4,15/01/2020,,20,19,16/01/2020
50900,,4,10/06/2020,,15,22,10/06/2020
50901,,18,20/09/2020,,2,23,21/09/2020
50902,,17,23/02/2020,,1,23,24/02/2020
50903,,13,23/06/2020,,17,24,23/06/2020
50904,,12,17/10/2020,,4,14,18/10/2020
50905,,11,22/03/2020,,13,0,23/03/2020
50906,,15,21/11/2020,,22,16,22/11/2020
50907,,4,09/05/2020,,11,22,09/05/2020
50908,,15,13/05/2020,,22,20,13/05/2020
50909,,12,14/02/2020,,16,23,15/02/2020
50910,,22,12/04/2020,,7,8,12/04/2020
50911,,4,10/12/2020,,16,18,10/12/2020
50912,,20,07/03/2020,,21,24,08/03/2020
50913,,17,04/02/2020,,4,7,04/02/2020
50914,,12,26/04/2020,,23,7,26/04/2020
50915,,15,18/08/2020,,21,14,19/08/2020
50916,,5,21/04/2020,,4,24,21/04/2020
50917,,13,14/08/2020,,19,14,15/08/2020
50918,,13,22/10/2020,,18,15,23/10/2020
50919,,17,11/08/2020,,10,20,11/08/2020
50920,,20,26/02/2020,,9,23,27/02/2020
50921,,18,28/04/2020,,1,23,29/04/2020
50922,,18,22/07/2020,,0,20,23/07/2020
50923,,22,15/12/2020,,7,11,15/12/2020
50924,,8,09/08/2020,,16,4,10/08/2020
50925,,22,17/08/2020,,22,22,18/08/2020
50926,,12,27/09/2020,,3,18,27/09/2020
50927,,14,28/01/2020,,6,23,29/01/2020
50928,,11,28/04/2020,,17,16,28/04/2020
50929,,20,18/09/2020,,17,3,19/09/2020
50930,,12,24/09/2020,,11,18,25/09/2020
50931,,17,08/02/2020,,18,21,09/02/2020
50932,,5,25/03/2020,,16,8,25/03/2020
50933,,5,21/07/2020,,2,15,22/07/2020
50934,,20,11/07/2020,,20,21,11/07/2020
50935,,8,26/03/2020,,1,24,27/03/2020
50936,,18,05/02/2020,,3,20,05/02/2020
50937,,20,21/11/2020,,23,24,21/11/2020
50938,,15,30/04/2020,,17,17,30/04/2020
50939,,5,04/07/2020,,0,17,04/07/2020
50940,,13,18/08/2020,,1,17,19/08/2020
50941,,11,26/07/2020,,7,21,26/07/2020
50942,,8,13/05/2020,,21,22,14/05/2020
50943,,4,28/12/2020,,8,15,28/12/2020
50944,,11,07/05/2020,,22,17,07/05/2020
50945,,18,23/06/2020,,2,20,24/06/2020
50946,,18,21/06/2020,,14,22,22/06/2020
50947,,15,07/01/2020,,1,18,07/01/2020
50948,,11,27/12/2020,,15,16,28/12/2020
50949,,22,16/01/2020,,7,21,16/01/2020
50950,,5,02/01/2021,,1,12,02/01/2021
50951,,15,29/03/2020,,18,19,29/03/2020
50952,,4,22/06/2020,,19,19,22/06/2020
50953,,20,08/03/2020,,20,22,08/03/2020
50954,,12,11/05/2020,,9,1,12/05/2020
50955,,18,29/04/2020,,13,24,29/04/2020
50956,,17,09/05/2020,,11,17,10/05/2020
50957,,18,02/10/2020,,8,12,03/10/2020
50958,,4,04/03/2020,,17,10,04/03/2020
50959,,4,30/11/2020,,0,23,01/12/2020
50960,,17,30/12/2020,,9,19,30/12/2020
50961,,12,30/10/2020,,23,23,30/10/2020
50962,,18,31/01/2020,,6,22,31/01/2020
50963,,14,29/10/2020,,10,19,29/10/2020
50964,,8,17/09/2020,,6,18,18/09/2020
50965,,17,14/08/2020,,0,23,15/08/2020
50966,,15,28/03/2020,,0,23,29/03/2020
50967,,17,23/12/2020,,17,18,23/12/2020
50968,,12,25/11/2020,,19,5,25/11/2020
50969,,12,02/07/2020,,7,20,03/07/2020
50970,,18,01/11/2020,,16,16,02/11/2020
50971,,13,12/08/2020,,1,18,12/08/2020
50972,,8,07/10/2020,,16,13,07/10/2020
50973,,11,19/04/2020,,15,24,20/04/2020
50974,,13,30/07/2020,,17,22,30/07/2020
50975,,8,31/10/2020,,13,19,31/10/2020
50976,,4,09/05/2020,,6,24,09/05/2020
50977,,18,14/05/2020,,11,16,15/05/2020
50978,,22,09/05/2020,,9,8,09/05/2020
50979,,11,21/06/2020,,3,15,22/06/2020
50980,,22,22/09/2020,,5,23,23/09/2020
50981,,18,15/09/2020,,3,21,16/09/2020
50982,,13,18/10/2020,,0,24,18/10/2020
50983,,13,23/09/2020,,19,24,23/09/2020
50984,,17,10/04/2020,,14,22,11/04/2020
50985,,13,03/11/2020,,20,22,04/11/2020
50986,,22,24/05/2020,,13,24,25/05/2020
50987,,14,27/11/2020,,20,12,28/11/2020
50988,,12,24/01/2020,,1,19,25/01/2020
50989,,11,17/11/2020,,0,16,17/11/2020
50990,,15,22/03/2020,,6,15,22/03/2020
50991,,13,03/06/2020,,3,23,04/06/2020
50992,,22,25/04/2020,,16,22,25/04/2020
50993,,13,03/08/2020,,18,21,04/08/2020
50994,,4,05/11/2020,,8,10,06/11/2020
50995,,15,02/06/2020,,16,20,03/06/2020
50996,,5,19/01/2020,,17,17,20/01/2020
50997,,13,06/03/2020,,4,24,07/03/2020
50998,,22,08/12/2020,,8,24,08/12/2020
50999,,4,23/12/2020,,4,22,23/12/2020
51000,,22,02/03/2020,,14,17,03/03/2020
51001,,22,29/10/2020,,23,24,29/10/2020
51002,,15,31/05/2020,,12,20,01/06/2020
51003,,20,03/11/2020,,16,24,03/11/2020
51004,,17,28/11/2020,,15,11,28/11/2020
51005,,18,10/11/2020,,14,13,10/11/2020
51006,,15,03/12/2020,,5,21,03/12/2020
51007,,15,01/02/2020,,6,15,02/02/2020
