NUMRESERVA,IDESTADIA,IDSERVICIO,IDHORARIO,IDCONSUMO,IDCONVENCION,CAPACIDAD
127666,13516,8,127696,,,2
127667,13517,17,127697,,,3
127668,13518,22,127698,,,2
127669,13519,6,127699,,,2
127670,13520,17,127700,,,4
127671,13521,6,127701,,,3
127672,13522,12,127702,,,3
127673,13523,4,127703,,,1
127674,13524,15,127704,,,1
127675,13525,17,127705,,,2
127676,13526,8,127706,,,1
127677,13527,4,127707,,,3
127678,13528,4,127708,,,4
127679,13529,8,127709,,,2
127680,13530,5,127710,,,2
127681,13531,14,127711,,,1
127682,13532,6,127712,,,3
127683,13533,14,127713,,,2
127684,13534,8,127714,,,2
127685,13535,8,127715,,,3
127686,13536,17,127716,,,1
127687,13537,6,127717,,,1
127688,13538,4,127718,,,4
127689,13539,22,127719,,,1
127690,13540,22,127720,,,4
127691,13541,12,127721,,,4
127692,13542,17,127722,,,1
127693,13543,4,127723,,,4
127694,13544,18,127724,,,1
127695,13545,6,127725,,,4
127696,13546,8,127726,15,,4
127697,13547,5,127727,,,1
127698,13548,11,127728,,,2
127699,13549,8,127729,,,4
127700,13550,15,127730,,,1
127701,13551,8,127731,16,,1
127702,13552,22,127732,,,3
127703,13553,6,127733,,,1
127704,13554,5,127734,,,4
127705,13555,8,127735,,,2
127706,13556,5,127736,,,3
127707,13557,5,127737,15,,2
127708,13558,11,127738,,,4
127709,13559,20,127739,,,1
127710,13560,5,127740,,,2
127711,13561,8,127741,16,,4
127712,13562,8,127742,,,4
127713,13563,14,127743,,,1
127714,13564,14,127744,,,1
127715,13565,20,127745,,,4
127716,13566,4,127746,,,1
127717,13567,22,127747,,,3
127718,13568,8,127748,,,4
127719,13569,13,127749,,,2
127720,13570,20,127750,,,1
127721,13571,15,127751,,,4
127722,13572,20,127752,,,4
127723,13573,8,127753,,,2
127724,13574,8,127754,,,2
127725,13575,17,127755,,,4
127726,13576,13,127756,,,3
127727,13577,5,127757,,,1
127728,13578,8,127758,,,4
127729,13579,20,127759,,,4
127730,13580,13,127760,14,,3
127731,13581,17,127761,,,2
127732,13582,17,127762,14,,1
127733,13583,11,127763,,,1
127734,13584,5,127764,,,2
127735,13585,22,127765,,,4
127736,13586,18,127766,,,2
127737,13587,13,127767,,,4
127738,13588,14,127768,,,3
127739,13589,17,127769,,,4
127740,13590,14,127770,,,4
127741,13591,11,127771,,,1
127742,13592,11,127772,,,1
127743,13593,15,127773,,,1
127744,13594,17,127774,,,4
127745,13595,11,127775,,,3
127746,13596,20,127776,14,,3
127747,13597,13,127777,,,2
127748,13598,12,127778,,,1
127749,13599,5,127779,15,,2
127750,13600,13,127780,,,1
127751,13601,11,127781,,,3
127752,13602,11,127782,,,3
127753,13603,13,127783,,,3
127754,13604,14,127784,,,2
127755,13605,17,127785,,,2
127756,13606,6,127786,,,3
127757,13607,11,127787,,,3
127758,13608,12,127788,,,1
127759,13609,8,127789,,,1
127760,13610,13,127790,,,3
127761,13611,17,127791,,,4
127762,13612,14,127792,,,1
127763,13613,11,127793,,,3
127764,13614,5,127794,,,2
127765,13615,14,127795,,,2
127766,13616,22,127796,,,4
127767,13617,6,127797,,,1
127768,13618,14,127798,,,1
127769,13619,14,127799,,,2
127770,13620,4,127800,,,2
127771,13621,8,127801,14,,3
127772,13622,6,127802,,,3
127773,13623,5,127803,,,3
127774,13624,8,127804,,,3
127775,13625,12,127805,,,4
127776,13626,13,127806,,,4
127777,13627,6,127807,,,2
127778,13628,20,127808,,,4
127779,13629,6,127809,,,2
127780,13630,15,127810,14,,2
127781,13631,5,127811,,,1
127782,13632,22,127812,,,2
127783,13633,14,127813,,,1
127784,13634,12,127814,15,,3
127785,13635,11,127815,,,3
127786,13636,13,127816,,,3
127787,13637,4,127817,,,1
127788,13638,4,127818,,,4
127789,13639,14,127819,,,4
127790,13640,17,127820,,,2
127791,13641,5,127821,,,2
127792,13642,20,127822,,,1
127793,13643,15,127823,,,3
127794,13644,11,127824,,,4
127795,13645,18,127825,,,3
127796,13646,18,127826,,,2
127797,13647,4,127827,,,1
127798,13648,17,127828,,,3
127799,13649,8,127829,,,4
127800,13650,13,127830,,,4
127801,13651,15,127831,,,2
127802,13652,13,127832,,,3
127803,13653,22,127833,,,3
127804,13654,11,127834,,,1
127805,13655,6,127835,,,2
127806,13656,20,127836,,,3
127807,13657,8,127837,,,2
127808,13658,11,127838,,,1
127809,13659,12,127839,,,4
127810,13660,22,127840,,,3
127811,13661,22,127841,,,2
127812,13662,14,127842,,,3
127813,13663,11,127843,,,1
127814,13664,4,127844,,,4
127815,13665,12,127845,,,2
127816,13666,12,127846,,,4
127817,13667,5,127847,,,1
127818,13668,6,127848,,,1
127819,13669,14,127849,,,2
127820,13670,20,127850,,,1
127821,13671,5,127851,,,1
127822,13672,15,127852,,,2
127823,13673,4,127853,,,3
127824,13674,4,127854,,,2
127825,13675,6,127855,,,4
127826,13676,12,127856,,,4
127827,13677,14,127857,,,2
127828,13678,8,127858,,,1
127829,13679,4,127859,,,3
127830,13680,14,127860,,,1
127831,13681,17,127861,,,4
127832,13682,15,127862,,,1
127833,13683,13,127863,15,,3
127834,13684,5,127864,,,4
127835,13685,4,127865,,,3
127836,13686,8,127866,,,3
127837,13687,13,127867,15,,1
127838,13688,18,127868,,,3
127839,13689,13,127869,,,1
127840,13690,14,127870,,,2
127841,13691,15,127871,,,2
127842,13692,13,127872,,,2
127843,13693,18,127873,,,4
127844,13694,12,127874,,,3
127845,13695,15,127875,,,1
127846,13696,18,127876,,,1
127847,13697,8,127877,,,2
127848,13698,17,127878,,,1
127849,13699,17,127879,14,,4
127850,13700,20,127880,,,1
127851,13701,17,127881,,,3
127852,13702,18,127882,,,1
127853,13703,20,127883,,,2
127854,13704,22,127884,,,3
127855,13705,14,127885,,,2
127856,13706,20,127886,,,1
127857,13707,11,127887,,,4
127858,13708,17,127888,,,2
127859,13709,4,127889,,,2
127860,13710,11,127890,,,1
127861,13711,8,127891,,,2
127862,13712,15,127892,15,,4
127863,13713,17,127893,,,4
127864,13714,8,127894,,,2
127865,13715,15,127895,,,1
127866,13716,8,127896,14,,3
127867,13717,22,127897,,,4
127868,13718,11,127898,,,2
127869,13719,18,127899,,,4
127870,13720,5,127900,,,1
127871,13721,11,127901,,,4
127872,13722,18,127902,16,,3
127873,13723,11,127903,,,1
127874,13724,6,127904,,,3
127875,13725,4,127905,,,3
127876,13726,18,127906,,,2
127877,13727,4,127907,,,1
127878,13728,4,127908,,,4
127879,13729,13,127909,,,2
127880,13730,6,127910,,,4
127881,13731,18,127911,,,4
127882,13732,18,127912,,,1
127883,13733,4,127913,,,3
127884,13734,22,127914,,,1
127885,13735,15,127915,,,1
127886,13736,18,127916,,,1
127887,13737,15,127917,,,3
127888,13738,11,127918,,,1
127889,13739,14,127919,,,3
127890,13740,8,127920,15,,4
127891,13741,8,127921,16,,2
127892,13742,18,127922,,,3
127893,13743,17,127923,,,2
127894,13744,14,127924,14,,4
127895,13745,18,127925,14,,4
127896,13746,6,127926,,,3
127897,13747,4,127927,,,1
127898,13748,12,127928,,,1
127899,13749,6,127929,,,4
127900,13750,17,127930,,,1
127901,13751,22,127931,,,3
127902,13752,14,127932,,,3
127903,13753,17,127933,,,3
127904,13754,4,127934,,,1
127905,13755,4,127935,,,1
127906,13756,17,127936,,,4
127907,13757,14,127937,,,1
127908,13758,5,127938,,,1
127909,13759,14,127939,,,4
127910,13760,12,127940,,,2
127911,13761,11,127941,14,,4
127912,13762,8,127942,,,1
127913,13763,14,127943,,,3
127914,13764,15,127944,,,4
127915,13765,20,127945,,,1
127916,13766,6,127946,,,3
127917,13767,14,127947,,,2
127918,13768,15,127948,,,3
127919,13769,13,127949,,,1
127920,13770,20,127950,16,,1
127921,13771,5,127951,,,4
127922,13772,20,127952,,,2
127923,13773,8,127953,,,1
127924,13774,20,127954,,,2
127925,13775,14,127955,,,1
127926,13776,22,127956,,,1
127927,13777,6,127957,,,1
127928,13778,5,127958,,,2
127929,13779,13,127959,,,2
127930,13780,4,127960,,,1
127931,13781,13,127961,,,4
127932,13782,18,127962,,,2
127933,13783,13,127963,,,4
127934,13784,20,127964,,,4
127935,13785,17,127965,,,1
127936,13786,20,127966,,,3
127937,13787,11,127967,,,2
127938,13788,20,127968,,,1
127939,13789,13,127969,,,3
127940,13790,17,127970,,,1
127941,13791,11,127971,,,4
127942,13792,22,127972,,,2
127943,13793,15,127973,,,1
127944,13794,13,127974,,,3
127945,13795,8,127975,,,3
127946,13796,20,127976,,,3
127947,13797,5,127977,,,3
127948,13798,20,127978,,,4
127949,13799,11,127979,,,1
127950,13800,14,127980,,,4
127951,13801,6,127981,,,4
127952,13802,18,127982,,,1
127953,13803,20,127983,,,3
127954,13804,5,127984,,,3
127955,13805,22,127985,,,3
127956,13806,20,127986,,,1
127957,13807,5,127987,,,3
127958,13808,20,127988,,,2
127959,13809,4,127989,,,2
127960,13810,17,127990,,,3
127961,13811,6,127991,,,1
127962,13812,15,127992,,,3
127963,13813,5,127993,,,4
127964,13814,5,127994,,,3
127965,13815,15,127995,,,4
127966,13816,4,127996,,,4
127967,13817,20,127997,,,4
127968,13818,4,127998,,,3
127969,13819,4,127999,,,3
127970,13820,13,128000,,,2
127971,13821,11,128001,,,4
127972,13822,11,128002,,,1
127973,13823,12,128003,,,3
127974,13824,18,128004,,,1
127975,13825,14,128005,,,4
127976,13826,4,128006,,,1
127977,13827,12,128007,,,3
127978,13828,22,128008,,,2
127979,13829,5,128009,,,2
127980,13830,6,128010,,,2
127981,13831,20,128011,,,4
127982,13832,20,128012,14,,2
127983,13833,18,128013,,,4
127984,13834,8,128014,,,1
127985,13835,18,128015,,,2
127986,13836,17,128016,,,3
127987,13837,4,128017,,,4
127988,13838,5,128018,,,4
127989,13839,6,128019,16,,3
127990,13840,5,128020,,,1
127991,13841,17,128021,,,4
127992,13842,4,128022,,,2
127993,13843,6,128023,,,3
127994,13844,14,128024,,,2
127995,13845,22,128025,,,4
127996,13846,4,128026,,,2
127997,13847,5,128027,,,1
127998,13848,6,128028,,,1
127999,13849,14,128029,,,2
128000,13850,14,128030,,,2
128001,13851,18,128031,,,4
128002,13852,18,128032,14,,1
128003,13853,20,128033,16,,1
128004,13854,4,128034,,,2
128005,13855,4,128035,,,4
128006,13856,15,128036,,,2
128007,13857,11,128037,,,2
128008,13858,14,128038,,,3
128009,13859,5,128039,,,3
128010,13860,15,128040,,,2
128011,13861,18,128041,,,2
128012,13862,20,128042,,,3
128013,13863,13,128043,,,2
128014,13864,4,128044,14,,4
128015,13865,15,128045,,,1
128016,13866,22,128046,,,4
128017,13867,6,128047,,,2
128018,13868,17,128048,,,4
128019,13869,13,128049,,,2
128020,13870,22,128050,14,,4
128021,13871,5,128051,,,4
128022,13872,4,128052,,,4
128023,13873,4,128053,,,4
128024,13874,18,128054,,,4
128025,13875,12,128055,,,3
128026,13876,13,128056,,,2
128027,13877,22,128057,,,1
128028,13878,14,128058,,,2
128029,13879,4,128059,16,,4
128030,13880,20,128060,,,3
128031,13881,18,128061,,,4
128032,13882,4,128062,,,1
128033,13883,18,128063,,,2
128034,13884,12,128064,,,1
128035,13885,14,128065,,,1
128036,13886,8,128066,,,2
128037,13887,12,128067,,,4
128038,13888,15,128068,,,4
128039,13889,20,128069,,,3
128040,13890,14,128070,,,2
128041,13891,8,128071,,,3
128042,13892,11,128072,,,1
128043,13893,22,128073,,,1
128044,13894,13,128074,,,4
128045,13895,11,128075,,,2
128046,13896,14,128076,,,4
128047,13897,22,128077,,,3
128048,13898,12,128078,,,4
128049,13899,5,128079,,,3
128050,13900,5,128080,,,4
128051,13901,22,128081,,,3
128052,13902,15,128082,,,1
128053,13903,5,128083,,,2
128054,13904,11,128084,,,3
128055,13905,12,128085,,,1
128056,13906,22,128086,,,2
128057,13907,18,128087,,,3
128058,13908,6,128088,,,4
128059,13909,11,128089,,,2
128060,13910,11,128090,,,4
128061,13911,4,128091,,,4
128062,13912,18,128092,,,3
128063,13913,20,128093,,,2
128064,13914,15,128094,,,1
128065,13915,12,128095,,,3
128066,13916,17,128096,,,4
128067,13917,18,128097,,,3
128068,13918,5,128098,,,1
128069,13919,12,128099,,,3
128070,13920,22,128100,14,,2
128071,13921,4,128101,,,4
128072,13922,18,128102,,,4
128073,13923,15,128103,,,2
128074,13924,22,128104,,,4
128075,13925,13,128105,,,2
128076,13926,22,128106,,,3
128077,13927,11,128107,,,4
128078,13928,12,128108,,,3
128079,13929,8,128109,,,3
128080,13930,14,128110,,,4
128081,13931,18,128111,15,,2
128082,13932,20,128112,,,3
128083,13933,18,128113,,,4
128084,13934,4,128114,,,3
128085,13935,13,128115,,,1
128086,13936,20,128116,,,1
128087,13937,14,128117,,,3
128088,13938,18,128118,,,1
128089,13939,5,128119,,,1
128090,13940,17,128120,,,3
128091,13941,12,128121,,,4
128092,13942,12,128122,,,4
128093,13943,6,128123,,,3
128094,13944,17,128124,,,1
128095,13945,15,128125,,,2
128096,13946,12,128126,,,4
128097,13947,17,128127,,,2
128098,13948,8,128128,,,2
128099,13949,20,128129,,,4
128100,13950,11,128130,15,,1
128101,13951,6,128131,,,4
128102,13952,22,128132,,,4
128103,13953,13,128133,,,2
128104,13954,22,128134,,,3
128105,13955,8,128135,,,1
128106,13956,4,128136,,,1
128107,13957,15,128137,,,2
128108,13958,13,128138,,,4
128109,13959,15,128139,,,3
128110,13960,18,128140,,,4
128111,13961,5,128141,,,3
128112,13962,11,128142,,,1
128113,13963,22,128143,,,4
128114,13964,4,128144,,,3
128115,13965,15,128145,,,1
128116,13966,14,128146,,,4
128117,13967,5,128147,,,1
128118,13968,17,128148,,,2
128119,13969,20,128149,,,1
128120,13970,5,128150,,,4
128121,13971,15,128151,,,1
128122,13972,11,128152,,,1
128123,13973,18,128153,,,4
128124,13974,22,128154,14,,1
128125,13975,8,128155,,,1
128126,13976,4,128156,,,2
128127,13977,12,128157,,,2
128128,13978,15,128158,15,,2
128129,13979,14,128159,,,4
128130,13980,15,128160,,,3
128131,13981,18,128161,,,1
128132,13982,13,128162,,,2
128133,13983,22,128163,,,4
128134,13984,12,128164,,,1
128135,13985,17,128165,,,1
128136,13986,8,128166,,,1
128137,13987,15,128167,,,2
128138,13988,8,128168,,,4
128139,13989,12,128169,,,1
128140,13990,17,128170,,,1
128141,13991,18,128171,,,4
128142,13992,11,128172,,,1
128143,13993,8,128173,,,4
128144,13994,14,128174,,,4
128145,13995,18,128175,,,1
128146,13996,17,128176,,,2
128147,13997,11,128177,,,3
128148,13998,17,128178,,,2
128149,13999,6,128179,,,4
128150,14000,8,128180,,,4
128151,14001,22,128181,14,,4
128152,14002,12,128182,,,4
128153,14003,12,128183,,,1
128154,14004,15,128184,,,1
128155,14005,13,128185,,,1
128156,14006,14,128186,,,3
128157,14007,8,128187,,,3
128158,14008,11,128188,,,3
128159,14009,15,128189,,,1
128160,14010,8,128190,,,3
128161,14011,15,128191,,,2
128162,14012,18,128192,,,3
128163,14013,11,128193,,,2
128164,14014,4,128194,,,2
128165,14015,18,128195,,,2
128166,14016,22,128196,,,2
128167,14017,17,128197,,,2
128168,14018,14,128198,,,2
128169,14019,14,128199,,,2
128170,14020,20,128200,,,1
128171,14021,22,128201,,,2
128172,14022,6,128202,,,3
128173,14023,13,128203,,,4
128174,14024,11,128204,,,3
128175,14025,14,128205,,,1
128176,14026,17,128206,,,2
128177,14027,4,128207,,,2
128178,14028,22,128208,,,2
128179,14029,12,128209,,,1
128180,14030,14,128210,15,,1
128181,14031,13,128211,,,2
128182,14032,6,128212,,,3
128183,14033,12,128213,,,4
128184,14034,18,128214,,,2
128185,14035,12,128215,,,2
128186,14036,5,128216,,,3
128187,14037,6,128217,,,3
128188,14038,14,128218,,,1
128189,14039,6,128219,,,1
128190,14040,12,128220,,,2
128191,14041,5,128221,14,,2
128192,14042,14,128222,,,3
128193,14043,8,128223,,,3
128194,14044,15,128224,,,1
128195,14045,18,128225,,,2
128196,14046,4,128226,,,4
128197,14047,14,128227,14,,1
128198,14048,18,128228,,,3
128199,14049,13,128229,,,4
128200,14050,4,128230,,,1
128201,14051,13,128231,,,4
128202,14052,20,128232,,,3
128203,14053,17,128233,,,4
128204,14054,17,128234,15,,3
128205,14055,12,128235,,,4
128206,14056,15,128236,,,2
128207,14057,11,128237,,,2
128208,14058,20,128238,,,3
128209,14059,17,128239,,,3
128210,14060,6,128240,,,1
128211,14061,22,128241,,,1
128212,14062,13,128242,,,3
128213,14063,8,128243,,,3
128214,14064,17,128244,,,4
128215,14065,11,128245,16,,3
128216,14066,15,128246,,,1
128217,14067,4,128247,,,3
128218,14068,20,128248,,,3
128219,14069,6,128249,,,4
128220,14070,4,128250,,,3
128221,14071,18,128251,,,1
128222,14072,14,128252,,,4
128223,14073,12,128253,,,3
128224,14074,15,128254,,,4
128225,14075,12,128255,,,3
128226,14076,5,128256,,,4
128227,14077,17,128257,,,4
128228,14078,13,128258,,,2
128229,14079,22,128259,,,1
128230,14080,4,128260,,,3
128231,14081,12,128261,,,4
128232,14082,4,128262,,,2
128233,14083,11,128263,,,3
128234,14084,14,128264,,,2
128235,14085,5,128265,,,1
128236,14086,11,128266,,,1
128237,14087,17,128267,,,4
128238,14088,14,128268,,,3
128239,14089,15,128269,,,2
128240,14090,8,128270,,,3
128241,14091,22,128271,,,2
128242,14092,14,128272,,,1
128243,14093,4,128273,,,3
128244,14094,18,128274,,,3
128245,14095,15,128275,,,2
128246,14096,22,128276,,,3
128247,14097,22,128277,,,2
128248,14098,22,128278,,,3
128249,14099,22,128279,,,1
128250,14100,13,128280,,,4
128251,14101,12,128281,,,3
128252,14102,12,128282,,,1
128253,14103,8,128283,,,2
128254,14104,13,128284,,,4
128255,14105,6,128285,,,1
128256,14106,4,128286,,,2
128257,14107,13,128287,,,1
128258,14108,6,128288,,,3
128259,14109,4,128289,,,2
128260,14110,5,128290,,,2
128261,14111,11,128291,,,4
128262,14112,6,128292,14,,3
128263,14113,14,128293,,,3
128264,14114,15,128294,,,1
128265,14115,20,128295,,,2
128266,14116,5,128296,15,,2
128267,14117,8,128297,,,1
128268,14118,4,128298,14,,3
128269,14119,5,128299,,,1
128270,14120,6,128300,16,,2
128271,14121,6,128301,,,3
128272,14122,17,128302,,,4
128273,14123,20,128303,,,4
128274,14124,17,128304,,,4
128275,14125,13,128305,15,,1
128276,14126,17,128306,,,1
128277,14127,18,128307,,,4
128278,14128,20,128308,,,4
128279,14129,17,128309,,,2
128280,14130,12,128310,,,3
128281,14131,17,128311,,,2
128282,14132,22,128312,,,1
128283,14133,8,128313,15,,2
128284,14134,17,128314,,,1
128285,14135,8,128315,15,,1
128286,14136,13,128316,,,1
128287,14137,17,128317,,,2
128288,14138,8,128318,,,2
128289,14139,20,128319,,,3
128290,14140,12,128320,,,2
128291,14141,11,128321,,,2
128292,14142,8,128322,,,3
128293,14143,4,128323,14,,1
128294,14144,13,128324,,,3
128295,14145,20,128325,,,4
128296,14146,6,128326,,,3
128297,14147,20,128327,,,3
128298,14148,13,128328,,,1
128299,14149,14,128329,,,3
128300,14150,6,128330,,,1
128301,14151,6,128331,,,2
128302,14152,17,128332,,,2
128303,14153,4,128333,,,2
128304,14154,6,128334,,,2
128305,14155,17,128335,,,2
128306,14156,4,128336,,,4
128307,14157,18,128337,,,3
128308,14158,22,128338,,,3
128309,14159,5,128339,,,3
128310,14160,8,128340,,,4
128311,14161,4,128341,,,4
128312,14162,4,128342,,,1
128313,14163,17,128343,,,3
128314,14164,11,128344,,,1
128315,14165,20,128345,,,2
128316,14166,4,128346,,,4
128317,14167,8,128347,,,3
128318,14168,12,128348,,,3
128319,14169,14,128349,,,2
128320,14170,8,128350,,,3
128321,14171,8,128351,,,2
128322,14172,13,128352,,,3
128323,14173,6,128353,,,2
128324,14174,18,128354,,,2
128325,14175,12,128355,,,3
128326,14176,15,128356,,,4
128327,14177,8,128357,,,3
128328,14178,17,128358,,,2
128329,14179,15,128359,,,3
128330,14180,11,128360,,,3
128331,14181,14,128361,,,4
128332,14182,11,128362,,,2
128333,14183,14,128363,,,1
128334,14184,15,128364,,,3
128335,14185,5,128365,,,2
128336,14186,6,128366,,,4
128337,14187,14,128367,,,3
128338,14188,13,128368,,,2
128339,14189,20,128369,,,4
128340,14190,15,128370,15,,1
128341,14191,4,128371,,,3
128342,14192,6,128372,,,4
128343,14193,4,128373,,,4
128344,14194,6,128374,,,2
128345,14195,12,128375,,,4
128346,14196,18,128376,,,3
128347,14197,6,128377,,,4
128348,14198,13,128378,,,1
128349,14199,6,128379,,,1
128350,14200,14,128380,,,1
128351,14201,15,128381,,,3
128352,14202,4,128382,,,3
128353,14203,22,128383,,,1
128354,14204,4,128384,,,1
128355,14205,17,128385,,,1
128356,14206,17,128386,,,4
128357,14207,18,128387,,,1
128358,14208,18,128388,,,3
128359,14209,20,128389,,,3
128360,14210,4,128390,,,1
128361,14211,18,128391,,,4
128362,14212,12,128392,,,2
128363,14213,4,128393,,,2
128364,14214,17,128394,,,4
128365,14215,17,128395,,,1
128366,14216,20,128396,,,3
128367,14217,12,128397,,,1
128368,14218,6,128398,,,1
128369,14219,17,128399,,,1
128370,14220,18,128400,,,3
128371,14221,4,128401,,,4
128372,14222,22,128402,,,1
128373,14223,22,128403,,,3
128374,14224,13,128404,,,1
128375,14225,18,128405,,,2
128376,14226,18,128406,,,3
128377,14227,22,128407,16,,4
128378,14228,4,128408,,,1
128379,14229,18,128409,,,3
128380,14230,20,128410,,,1
128381,14231,12,128411,,,4
128382,14232,8,128412,,,3
128383,14233,20,128413,,,2
128384,14234,8,128414,,,1
128385,14235,15,128415,,,4
128386,14236,11,128416,15,,2
128387,14237,20,128417,,,4
128388,14238,11,128418,,,2
128389,14239,22,128419,,,1
128390,14240,5,128420,,,3
128391,14241,8,128421,,,4
128392,14242,20,128422,,,1
128393,14243,17,128423,,,4
128394,14244,5,128424,,,2
128395,14245,6,128425,,,2
128396,14246,22,128426,,,4
128397,14247,17,128427,14,,1
128398,14248,18,128428,,,1
128399,14249,6,128429,,,3
128400,14250,4,128430,,,2
128401,14251,18,128431,,,3
128402,14252,4,128432,,,4
128403,14253,22,128433,,,4
128404,14254,17,128434,14,,4
128405,14255,17,128435,,,3
128406,14256,18,128436,,,3
128407,14257,20,128437,,,1
128408,14258,14,128438,,,2
128409,14259,11,128439,,,2
128410,14260,12,128440,15,,2
128411,14261,14,128441,,,1
128412,14262,15,128442,,,2
128413,14263,8,128443,,,4
128414,14264,22,128444,,,1
128415,14265,11,128445,,,3
128416,14266,22,128446,16,,2
128417,14267,4,128447,,,1
128418,14268,20,128448,,,2
128419,14269,4,128449,,,3
128420,14270,18,128450,,,4
128421,14271,17,128451,14,,3
128422,14272,15,128452,,,4
128423,14273,17,128453,,,1
128424,14274,20,128454,,,3
128425,14275,17,128455,,,1
128426,14276,22,128456,,,3
128427,14277,15,128457,,,1
128428,14278,14,128458,,,4
128429,14279,18,128459,,,2
128430,14280,17,128460,,,4
128431,14281,14,128461,,,4
128432,14282,8,128462,,,1
128433,14283,12,128463,,,2
128434,14284,13,128464,,,2
128435,14285,5,128465,,,1
128436,14286,17,128466,,,2
128437,14287,13,128467,,,4
128438,14288,20,128468,,,4
128439,14289,15,128469,,,1
128440,14290,20,128470,,,1
128441,14291,14,128471,,,1
128442,14292,15,128472,,,4
128443,14293,13,128473,,,3
128444,14294,5,128474,16,,1
128445,14295,14,128475,,,1
128446,14296,11,128476,,,4
128447,14297,8,128477,,,4
128448,14298,5,128478,,,3
128449,14299,5,128479,14,,4
128450,14300,20,128480,,,2
128451,14301,11,128481,,,1
128452,14302,22,128482,,,4
128453,14303,14,128483,,,3
128454,14304,17,128484,,,4
128455,14305,12,128485,14,,2
128456,14306,8,128486,,,1
128457,14307,17,128487,,,1
128458,14308,14,128488,,,3
128459,14309,8,128489,16,,2
128460,14310,20,128490,,,1
128461,14311,18,128491,,,1
128462,14312,5,128492,,,3
128463,14313,17,128493,,,2
128464,14314,8,128494,,,3
128465,14315,5,128495,,,1
128466,14316,6,128496,,,1
128467,14317,20,128497,,,2
128468,14318,4,128498,,,1
128469,14319,12,128499,,,3
128470,14320,18,128500,,,3
128471,14321,11,128501,16,,3
128472,14322,8,128502,,,4
128473,14323,12,128503,,,2
128474,14324,14,128504,,,2
128475,14325,18,128505,,,4
128476,14326,8,128506,,,2
128477,14327,12,128507,,,2
128478,14328,18,128508,,,3
128479,14329,5,128509,,,3
128480,14330,22,128510,,,1
128481,14331,12,128511,,,2
128482,14332,11,128512,,,2
128483,14333,12,128513,15,,1
128484,14334,5,128514,,,2
128485,14335,18,128515,,,2
128486,14336,18,128516,,,1
128487,14337,11,128517,,,4
128488,14338,5,128518,,,2
128489,14339,8,128519,,,3
128490,14340,13,128520,15,,3
128491,14341,11,128521,,,2
128492,14342,22,128522,,,2
128493,14343,4,128523,,,3
128494,14344,14,128524,,,2
128495,14345,17,128525,,,4
128496,14346,11,128526,,,4
128497,14347,6,128527,15,,1
128498,14348,22,128528,,,1
128499,14349,22,128529,,,2
128500,14350,17,128530,16,,1
128501,14351,14,128531,,,1
128502,14352,22,128532,15,,1
128503,14353,5,128533,,,2
128504,14354,18,128534,15,,1
128505,14355,14,128535,,,2
128506,14356,6,128536,15,,4
128507,14357,15,128537,,,1
128508,14358,12,128538,,,2
128509,14359,4,128539,,,1
128510,14360,18,128540,,,1
128511,14361,15,128541,,,1
128512,14362,11,128542,,,1
128513,14363,17,128543,,,2
128514,14364,20,128544,,,3
128515,14365,5,128545,,,4
128516,14366,14,128546,,,1
128517,14367,22,128547,14,,3
128518,14368,17,128548,,,1
128519,14369,4,128549,,,4
128520,14370,13,128550,,,1
128521,14371,11,128551,14,,1
128522,14372,14,128552,,,2
128523,14373,17,128553,,,1
128524,14374,17,128554,,,2
128525,14375,22,128555,,,1
128526,14376,8,128556,,,1
128527,14377,22,128557,,,2
128528,14378,5,128558,,,1
128529,14379,14,128559,,,2
128530,14380,13,128560,,,2
128531,14381,18,128561,,,1
128532,14382,5,128562,,,3
128533,14383,15,128563,,,3
128534,14384,6,128564,,,3
128535,14385,5,128565,,,3
128536,14386,11,128566,,,1
128537,14387,12,128567,,,4
128538,14388,18,128568,,,4
128539,14389,11,128569,,,1
128540,14390,22,128570,,,2
128541,14391,8,128571,,,4
128542,14392,18,128572,,,4
128543,14393,4,128573,,,3
128544,14394,22,128574,,,1
128545,14395,22,128575,,,1
128546,14396,8,128576,,,1
128547,14397,11,128577,,,3
128548,14398,12,128578,,,2
128549,14399,14,128579,,,2
128550,14400,8,128580,,,4
128551,14401,12,128581,16,,2
128552,14402,6,128582,,,1
128553,14403,17,128583,,,1
128554,14404,18,128584,,,3
128555,14405,17,128585,,,3
128556,14406,18,128586,,,2
128557,14407,22,128587,,,4
128558,14408,13,128588,,,4
128559,14409,20,128589,,,2
128560,14410,5,128590,,,2
128561,14411,14,128591,,,2
128562,14412,5,128592,15,,4
128563,14413,14,128593,,,3
128564,14414,11,128594,,,1
128565,14415,6,128595,,,2
128566,14416,8,128596,,,4
128567,14417,20,128597,,,1
128568,14418,4,128598,,,4
128569,14419,20,128599,,,1
128570,14420,17,128600,,,1
128571,14421,13,128601,,,2
128572,14422,22,128602,,,3
128573,14423,15,128603,,,1
128574,14424,13,128604,,,4
128575,14425,14,128605,,,4
128576,14426,15,128606,,,3
128577,14427,18,128607,15,,1
128578,14428,15,128608,,,4
128579,14429,6,128609,,,1
128580,14430,12,128610,,,2
128581,14431,5,128611,16,,4
128582,14432,15,128612,,,4
128583,14433,13,128613,,,2
128584,14434,4,128614,,,3
128585,14435,13,128615,,,1
128586,14436,18,128616,,,1
128587,14437,13,128617,16,,3
128588,14438,4,128618,,,1
128589,14439,17,128619,,,1
